,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
World Population Prospects: The 2017 Revision,,,,,,,,,,,,,,,,,
"File FERT/3: Crude birth rate by region, subregion and country, 1950-2100 (births per 1,000 population)",,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2015",,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2017/FERT/F03,,,,,,,,,,,,,,,,,
June 2017 - Copyright © 2017 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,"Crude birth rate (births per 1,000 population)",,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015
106,Estimates,Indonesia,,360,42.7,44.9,43.6,41.5,38.3,34.9,31.7,27.5,24.4,21.8,22.0,21.3,20.2
107,Estimates,Lao People's Democratic Republic,,418,45.5,43.9,43.0,42.9,43.1,42.7,42.9,43.2,41.5,34.7,29.7,27.9,25.5
108,Estimates,Malaysia,8,458,43.4,42.8,41.8,35.6,32.8,31.4,31.1,28.9,27.2,24.6,19.4,17.6,17.2
109,Estimates,Myanmar,,104,47.6,44.6,42.1,40.4,38.6,36.5,34.3,29.4,25.7,24.5,24.3,21.3,18.7
110,Estimates,Philippines,,608,48.6,45.7,43.0,40.4,38.3,37.4,35.7,34.1,31.9,30.2,28.8,25.9,24.1
111,Estimates,Singapore,,702,46.4,42.3,33.4,25.3,22.1,16.9,17.0,17.8,17.6,14.3,11.3,10.1,9.3
112,Estimates,Thailand,,764,42.5,42.9,42.2,40.4,34.7,29.0,24.2,20.5,18.2,15.7,13.6,12.4,11.3
113,Estimates,Timor-Leste,,626,46.5,46.1,46.2,44.6,40.3,33.2,43.7,42.1,45.1,46.8,39.9,39.4,36.8
114,Estimates,Viet Nam,,704,39.8,42.7,40.6,37.4,35.6,32.9,31.4,29.8,26.7,19.3,16.9,17.3,17.4
115,Estimates,Western Asia,,922,46.0,44.2,42.9,40.9,39.3,37.5,35.9,33.0,30.0,27.5,25.3,24.0,22.8
116,Estimates,Armenia,,51,33.8,39.7,34.8,24.5,22.5,23.1,24.4,23.6,19.2,13.5,13.4,15.1,14.5
117,Estimates,Azerbaijan,9,31,39.8,44.6,45.1,36.0,29.0,26.2,27.7,29.7,26.0,19.3,16.4,16.7,19.2
118,Estimates,Bahrain,,48,45.0,45.6,45.6,41.6,35.2,33.0,32.9,31.4,26.7,23.1,20.4,17.3,16.0
119,Estimates,Cyprus,10,196,27.8,25.9,24.8,20.1,18.8,18.9,20.6,19.6,18.1,14.6,12.2,11.7,11.3
120,Estimates,Georgia,11,268,22.7,25.0,24.3,21.2,18.9,18.4,18.7,18.3,15.6,12.8,11.9,13.6,14.4
121,Estimates,Iraq,,368,53.3,42.8,43.7,46.7,43.7,41.2,39.0,38.3,37.2,36.6,34.9,34.9,34.5
122,Estimates,Israel,,376,33.0,27.4,25.5,25.3,27.4,26.2,23.7,22.7,21.4,21.4,21.2,21.2,21.4
123,Estimates,Jordan,,400,47.4,49.3,53.4,52.0,48.8,42.8,39.8,36.1,34.2,32.4,30.1,29.3,28.4
124,Estimates,Kuwait,,414,43.3,41.3,43.9,48.0,46.7,38.9,35.9,27.9,20.4,24.2,21.0,20.9,18.0
125,Estimates,Lebanon,,422,40.2,39.1,37.2,33.7,31.4,30.4,28.8,25.9,23.3,20.6,16.3,12.7,15.0
126,Estimates,Oman,,512,49.1,49.4,49.1,48.6,48.0,50.1,48.2,42.9,33.4,26.8,22.4,21.9,21.5
127,Estimates,Qatar,,634,47.5,44.1,40.8,38.3,34.5,35.6,33.2,24.9,21.2,19.9,18.0,12.8,10.9
128,Estimates,Saudi Arabia,,682,47.8,47.5,47.6,47.0,46.4,44.5,43.1,38.1,33.3,28.0,25.2,23.3,20.8
129,Estimates,State of Palestine,12,275,45.9,47.5,52.0,51.4,48.7,47.2,44.9,45.1,45.6,40.8,35.8,34.0,32.9
130,Estimates,Syrian Arab Republic,,760,50.8,49.3,47.6,46.1,46.3,45.6,43.0,38.6,33.6,32.4,29.7,27.4,24.3
131,Estimates,Turkey,,792,49.3,47.0,43.7,40.8,39.1,36.0,32.8,27.8,24.5,22.8,20.5,18.7,17.3
132,Estimates,United Arab Emirates,,784,49.1,48.3,45.5,41.2,33.2,29.5,30.5,28.5,22.9,17.9,15.4,12.7,10.8
133,Estimates,Yemen,,887,48.4,49.4,51.6,53.4,53.1,55.6,54.7,53.5,49.6,41.6,37.9,35.4,33.6
134,Estimates,EUROPE,,908,21.5,20.9,19.1,16.8,15.6,14.8,14.3,13.7,11.5,10.3,10.1,10.8,10.8
135,Estimates,Eastern Europe,,923,26.1,24.3,19.4,15.8,16.2,16.5,16.4,15.5,11.5,9.3,9.5,10.8,11.6
136,Estimates,Belarus,,112,23.0,24.3,21.6,16.8,15.8,15.7,16.5,15.9,12.1,9.4,9.2,10.7,12.1
137,Estimates,Bulgaria,,100,21.3,18.5,16.7,15.8,16.1,15.9,14.0,13.1,10.5,8.3,8.5,9.6,9.4
138,Estimates,Czechia,,203,19.7,15.8,14.5,14.3,17.4,17.9,13.6,12.7,11.6,8.7,9.1,10.8,10.4
139,Estimates,Hungary,,348,21.0,17.3,13.1,14.4,15.4,16.9,12.5,12.0,11.7,9.7,9.4,9.5,9.1
140,Estimates,Poland,,616,29.7,27.0,19.5,16.7,17.5,18.9,19.1,16.1,13.7,10.8,9.4,10.5,10.0
141,Estimates,Republic of Moldova,13,498,29.9,29.2,25.6,20.3,19.8,20.3,21.6,21.1,15.7,13.0,10.2,11.0,10.9
142,Estimates,Romania,,642,25.6,22.6,16.5,21.5,20.0,19.2,16.2,15.8,11.3,10.3,10.0,10.4,9.8
143,Estimates,Russian Federation,,643,26.9,25.7,21.1,15.0,15.4,15.8,16.7,16.2,10.9,8.9,9.8,11.3,13.0
144,Estimates,Slovakia,,703,27.2,23.9,20.5,18.1,19.3,20.2,18.2,16.2,13.9,10.8,9.7,10.4,10.5
145,Estimates,Ukraine,14,804,25.5,24.0,17.9,15.2,15.5,15.1,15.0,13.8,11.2,8.8,8.4,10.4,10.8
146,Estimates,Northern Europe,15,924,16.4,16.9,18.0,16.7,14.2,12.7,13.0,13.7,13.2,12.1,11.4,12.4,12.2
147,Estimates,Channel Islands,16,830,14.5,15.0,17.0,16.0,13.5,11.8,11.6,12.1,12.3,11.3,10.7,10.0,9.6
148,Estimates,Denmark,,208,17.8,16.9,17.3,16.1,14.4,12.3,10.4,11.3,12.8,12.6,12.0,11.7,10.4
149,Estimates,Estonia,,233,17.0,16.6,15.5,15.1,15.7,15.1,15.3,15.6,11.2,9.2,9.7,11.5,10.8
150,Estimates,Finland,17,246,22.4,19.4,18.2,15.9,12.9,13.5,13.3,12.6,12.9,11.5,10.9,11.2,10.8
151,Estimates,Iceland,,352,27.9,28.2,25.9,22.1,21.0,19.1,18.0,17.2,17.2,15.4,14.3,15.0,13.8
152,Estimates,Ireland,,372,21.9,21.1,22.2,21.1,23.7,22.0,19.5,15.6,13.7,14.4,15.4,16.1,15.4
153,Estimates,Latvia,,428,17.0,16.8,15.5,14.1,14.5,13.8,15.1,15.6,11.3,8.0,9.0,10.5,10.2
154,Estimates,Lithuania,,440,23.0,22.4,20.3,17.8,16.8,15.5,15.6,15.8,13.5,10.6,8.9,9.7,10.4
155,Estimates,Norway,18,578,18.7,18.1,17.4,17.5,15.9,12.9,12.3,13.3,13.9,13.4,12.4,12.6,11.9
156,Estimates,Sweden,,752,15.4,14.4,14.8,14.8,13.5,11.7,11.3,13.0,13.5,10.4,10.8,11.9,12.0
157,Estimates,United Kingdom,,826,15.1,16.4,18.3,16.9,13.5,12.0,12.8,13.7,13.2,12.5,11.4,12.6,12.4
158,Estimates,Southern Europe,19,925,21.2,20.6,20.5,19.3,18.0,16.0,13.4,11.7,10.8,10.1,10.1,10.1,9.1
159,Estimates,Albania,,8,39.5,41.4,39.3,33.7,30.4,27.7,26.4,25.9,23.1,18.7,14.5,11.9,12.0
160,Estimates,Bosnia and Herzegovina,,70,37.6,32.8,30.2,25.1,22.4,19.3,17.8,16.1,13.7,12.6,9.5,9.4,9.1
161,Estimates,Croatia,,191,22.4,19.5,17.1,14.9,15.0,14.5,14.1,12.5,10.5,10.8,9.4,10.1,9.6
162,Estimates,Greece,,300,20.0,20.6,18.9,18.6,17.1,16.6,14.4,11.3,10.5,10.1,9.9,10.5,9.0
163,Estimates,Italy,,380,18.2,17.6,18.6,17.8,16.2,13.2,10.9,10.0,9.6,9.2,9.4,9.5,8.6
