year,age,age_cat,pop,abbrev,division,pop_std,opioid_deaths,mx,y
2004,15,15-19,325095,AL,East South Central,19819518,5,1.5380119657330934e-5,-11.082434813856512
2004,15,15-19,326646,CO,Mountain,19819518,5,1.530709085676849e-5,-11.087194382237088
2004,15,15-19,350733,LA,West South Central,19819518,13,3.7065231957072756e-5,-10.202831171759087
2004,15,15-19,381756,MN,West North Central,19819518,1,2.6194742191347352e-6,-12.852536940049704
2004,15,15-19,391663,MD,South Atlantic,19819518,6,1.5319292350822008e-5,-11.086397585918283
2004,15,15-19,402508,AZ,Mountain,19819518,14,3.4781917378039694e-5,-10.266412921804374
2004,15,15-19,404445,TN,East South Central,19819518,7,1.7307668533422345e-5,-10.964360886846821
2004,15,15-19,415552,WI,East North Central,19819518,10,2.406437702140767e-5,-10.634777942874113
2004,15,15-19,419842,MO,West North Central,19819518,15,3.5727726144597257e-5,-10.239583527903763
2004,15,15-19,442830,WA,Pacific,19819518,10,2.2582029221145812e-5,-10.698356135205106
2004,15,15-19,450717,MA,New England,19819518,13,2.884293248313243e-5,-10.453645569609472
2004,15,15-19,456485,IN,East North Central,19819518,4,8.762609943371633e-6,-11.645016758649852
2004,15,15-19,525374,VA,South Atlantic,19819518,10,1.9034059546151885e-5,-10.86928057590923
2004,15,15-19,571069,NJ,Middle Atlantic,19819518,15,2.6266528212877953e-5,-10.547215120865769
2004,15,15-19,591449,NC,South Atlantic,19819518,23,3.888754567173163e-5,-10.154836521283308
2004,15,15-19,637028,GA,South Atlantic,19819518,7,1.0988527976792229e-5,-11.418658740576905
2004,15,15-19,740672,MI,East North Central,19819518,16,2.160200466603301e-5,-10.742724438967969
2004,15,15-19,821803,OH,East North Central,19819518,25,3.0420915961611236e-5,-10.400380161079823
2004,15,15-19,890614,PA,Middle Atlantic,19819518,18,2.021077593660104e-5,-10.809294633589522
2004,15,15-19,905172,IL,East North Central,19819518,26,2.872382265469988e-5,-10.457783721850989
2004,15,15-19,1135477,FL,South Atlantic,19819518,33,2.9062675862214736e-5,-10.446055823462027
2004,15,15-19,1341862,NY,Middle Atlantic,19819518,5,3.7261655818556604e-6,-12.500130847197498
2004,15,15-19,1714959,TX,West South Central,19819518,42,2.4490381402704088e-5,-10.6172301133075
2004,15,15-19,2616866,CA,Pacific,19819518,21,8.024866385974673e-6,-11.732965538809585
2004,20,20-24,40438,WY,Mountain,18257225,2,4.945843018942579e-5,-9.914378035367301
2004,20,20-24,42773,VT,New England,18257225,3,7.013770369158114e-5,-9.5650500527163
2004,20,20-24,50900,AK,Pacific,18257225,3,5.893909626719057e-5,-9.739005913870505
2004,20,20-24,57528,DE,South Atlantic,18257225,8,1.3906271728549575e-4,-8.880585523102495
2004,20,20-24,60444,ND,West North Central,18257225,5,8.272119647938587e-5,-9.40003468309955
2004,20,20-24,68169,MT,Mountain,18257225,2,2.933884903695228e-5,-10.436598014479962
2004,20,20-24,78022,ME,New England,18257225,13,1.6661967137474045e-4,-8.699796759723258
2004,20,20-24,78101,RI,New England,18257225,8,1.02431466946646e-4,-9.18631659816328
2004,20,20-24,79850,NH,New England,18257225,10,1.2523481527864746e-4,-8.985320060649112
2004,20,20-24,95485,HI,Pacific,18257225,2,2.0945698277216316e-5,-10.77357726550957
2004,20,20-24,107204,ID,Mountain,18257225,4,3.7312040595500165e-5,-10.196194479235656
2004,20,20-24,123968,WV,South Atlantic,18257225,21,1.6939855446566855e-4,-8.683256309043244
2004,20,20-24,132785,NE,West North Central,18257225,3,2.259291335617728e-5,-10.697874269169596
2004,20,20-24,142365,NM,Mountain,18257225,13,9.131457872370316e-5,-9.301200103771166
2004,20,20-24,155891,NV,Mountain,18257225,18,1.1546529305732852e-4,-9.066540566169639
2004,20,20-24,197763,AR,West South Central,18257225,16,8.090492154750889e-5,-9.422235900799533
2004,20,20-24,204471,CT,New England,18257225,20,9.781338184877074e-5,-9.23244916156416
2004,20,20-24,210364,KS,West North Central,18257225,7,3.327565553041395e-5,-10.31068449348905
2004,20,20-24,221553,IA,West North Central,18257225,2,9.027185368737955e-6,-11.61526993693742
2004,20,20-24,226445,MS,East South Central,18257225,3,1.3248250126962397e-5,-11.23164508014314
2004,20,20-24,241484,UT,Mountain,18257225,31,1.2837289427042786e-4,-8.960571292806828
2004,20,20-24,249676,OR,Pacific,18257225,4,1.6020762908729713e-5,-11.041624995190192
2004,20,20-24,278008,OK,West South Central,18257225,27,9.711950735230641e-5,-9.239568303232813
2004,20,20-24,302230,KY,East South Central,18257225,25,8.271845945141118e-5,-9.40006777103073
2004,20,20-24,305918,SC,South Atlantic,18257225,8,2.6150798580011636e-5,-10.551630829487063
2004,20,20-24,326749,AL,East South Central,18257225,14,4.284634382966742e-5,-10.057890241422763
2004,20,20-24,338785,CO,Mountain,18257225,16,4.722759272104727e-5,-9.960532244632226
2004,20,20-24,358278,MD,South Atlantic,18257225,28,7.815160294519898e-5,-9.456859990172156
2004,20,20-24,361326,MN,West North Central,18257225,2,5.535167687905105e-6,-12.10438869634477
2004,20,20-24,363077,LA,West South Central,18257225,17,4.682202397838475e-5,-9.969156867908369
2004,20,20-24,394437,WI,East North Central,18257225,14,3.5493627626211535e-5,-10.246157381082583
2004,20,20-24,411699,AZ,Mountain,18257225,26,6.315293454684126e-5,-9.669951240780442
2004,20,20-24,414298,MO,West North Central,18257225,22,5.310187353064702e-5,-9.84329834727578
2004,20,20-24,414552,TN,East South Central,18257225,30,7.23672784113935e-5,-9.533756316379074
2004,20,20-24,428705,MA,New England,18257225,46,1.072998915338053e-4,-9.139882919196676
2004,20,20-24,442838,WA,Pacific,18257225,25,5.645405317520177e-5,-9.782083468791146
2004,20,20-24,455140,IN,East North Central,18257225,19,4.1745397020696925e-5,-10.08392136374677
2004,20,20-24,507651,NJ,Middle Atlantic,18257225,25,4.924643111113738e-5,-9.918673657720353
2004,20,20-24,537407,VA,South Atlantic,18257225,44,8.187463133156062e-5,-9.410321366839629
2004,20,20-24,595941,NC,South Atlantic,18257225,59,9.900308923198773e-5,-9.220359503953018
2004,20,20-24,650185,GA,South Atlantic,18257225,15,2.3070356898421218e-5,-10.67696201565895
2004,20,20-24,693534,MI,East North Central,18257225,23,3.316347864704542e-5,-10.314061328282385
2004,20,20-24,775499,OH,East North Central,18257225,52,6.705360032701525e-5,-9.610018253525821
2004,20,20-24,810936,PA,Middle Atlantic,18257225,65,8.015429084416033e-5,-9.431557145168115
2004,20,20-24,893225,IL,East North Central,18257225,49,5.485739875171429e-5,-9.810773489697949
2004,20,20-24,1125385,FL,South Atlantic,18257225,112,9.952149708766333e-5,-9.215136886003117
2004,20,20-24,1311375,NY,Middle Atlantic,18257225,30,2.2876751501286817e-5,-10.685389381371632
2004,20,20-24,1735056,TX,West South Central,18257225,73,4.207356995970159e-5,-10.076090806350885
2004,20,20-24,2636763,CA,Pacific,18257225,78,2.958172577512655e-5,-10.428353759749053
2004,25,25-29,30992,VT,New England,17722067,6,1.9359834796076406e-4,-8.549724916418722
2004,25,25-29,35776,ND,West North Central,17722067,1,2.795169946332737e-5,-10.48503255651477
2004,25,25-29,42769,AK,Pacific,17722067,1,2.3381421122775844e-5,-10.663568820073174
2004,25,25-29,45508,SD,West North Central,17722067,3,6.592247516920102e-5,-9.627031124991497
2004,25,25-29,50145,MT,Mountain,17722067,3,5.982650314089142e-5,-9.7240617988542
2004,25,25-29,53304,DE,South Atlantic,17722067,2,3.7520636349992496e-5,-10.190619473682428
2004,25,25-29,66250,NH,New England,17722067,7,1.0566037735849057e-4,-9.155280594793155
2004,25,25-29,66436,RI,New England,17722067,7,1.0536456138238305e-4,-9.158084208163576
2004,25,25-29,68695,ME,New England,17722067,14,2.0379940315889074e-4,-8.49837436574279
2004,25,25-29,84549,HI,Pacific,17722067,3,3.548238299684207e-5,-10.246474238267561
2004,25,25-29,90505,ID,Mountain,17722067,2,2.2098226617313962e-5,-10.720013196220707
2004,25,25-29,106941,WV,South Atlantic,17722067,28,2.6182661467538177e-4,-8.247828049321763
2004,25,25-29,107354,NE,West North Central,17722067,1,9.314976619408685e-6,-11.583887063907572
2004,25,25-29,120629,NM,Mountain,17722067,13,1.0776844705667791e-4,-9.13552564125171
2004,25,25-29,164576,KS,West North Central,17722067,10,6.076220104997083e-5,-9.708542655580597
2004,25,25-29,167694,NV,Mountain,17722067,18,1.0733836631006475e-4,-9.139524411099769
2004,25,25-29,168708,IA,West North Central,17722067,8,4.741920952177727e-5,-9.956483147188072
2004,25,25-29,178555,AR,West South Central,17722067,15,8.400772871104142e-5,-9.3846017548887
2004,25,25-29,183472,MS,East South Central,17722067,3,1.6351268858463416e-5,-11.021205057609976
2004,25,25-29,192328,CT,New England,17722067,23,1.1958737157356183e-4,-9.031463310872455
2004,25,25-29,195505,UT,Mountain,17722067,25,1.278739674177131e-4,-8.964465408659882
2004,25,25-29,223161,OK,West South Central,17722067,20,8.962139441927576e-5,-9.319916489485236
2004,25,25-29,234034,OR,Pacific,17722067,15,6.409325140791509e-5,-9.65517148182803
2004,25,25-29,266871,KY,East South Central,17722067,26,9.742534782722738e-5,-9.23642413654082
2004,25,25-29,272755,SC,South Atlantic,17722067,16,5.8660702828545767e-5,-9.743740513093194
2004,25,25-29,283864,AL,East South Central,17722067,4,1.4091254967167375e-5,-11.169956168087609
2004,25,25-29,298790,LA,West South Central,17722067,20,6.693664446601292e-5,-9.611763990924628
2004,25,25-29,323044,MN,West North Central,17722067,16,4.952885675016406e-5,-9.91295509359773
2004,25,25-29,325685,WI,East North Central,17722067,14,4.298632113852342e-5,-10.054628605936998
2004,25,25-29,326122,CO,Mountain,17722067,12,3.6796045651627306e-5,-10.210120173681927
2004,25,25-29,347459,MD,South Atlantic,17722067,43,1.2375560857540028e-4,-8.99720183572106
2004,25,25-29,354963,MO,West North Central,17722067,31,8.733304597944012e-5,-9.345781633188455
2004,25,25-29,389250,TN,East South Central,17722067,42,1.0789980732177264e-4,-9.134307471412876
2004,25,25-29,393661,IN,East North Central,17722067,12,3.048308062012747e-5,-10.398338762038923
2004,25,25-29,398820,AZ,Mountain,17722067,14,3.510355548869164e-5,-10.257208136648424
2004,25,25-29,405034,WA,Pacific,17722067,39,9.628821284139109e-5,-9.248164647052658
2004,25,25-29,413687,MA,New England,17722067,41,9.91087464677401e-5,-9.219292861514452
2004,25,25-29,485215,VA,South Atlantic,17722067,43,8.862050843440536e-5,-9.33114725496717
2004,25,25-29,527910,NJ,Middle Atlantic,17722067,35,6.629917978443296e-5,-9.621333032124504
2004,25,25-29,564173,NC,South Atlantic,17722067,46,8.153527375468163e-5,-9.414474824545398
2004,25,25-29,593967,MI,East North Central,17722067,28,4.714066606393958e-5,-9.962374531070756
2004,25,25-29,619009,GA,South Atlantic,17722067,31,5.0080047301412416e-5,-9.901887886655857
2004,25,25-29,709581,OH,East North Central,17722067,50,7.046411896598133e-5,-9.560406928542633
2004,25,25-29,716593,PA,Middle Atlantic,17722067,61,8.512502913090137e-5,-9.371389451281424
2004,25,25-29,855707,IL,East North Central,17722067,65,7.596057996487116e-5,-9.485296036914118
2004,25,25-29,1024559,FL,South Atlantic,17722067,118,1.1517150305643696e-4,-9.069088209605079
2004,25,25-29,1294342,NY,Middle Atlantic,17722067,29,2.240520666099068e-5,-10.706217185890525
2004,25,25-29,1602338,TX,West South Central,17722067,102,6.365698123616865e-5,-9.662001557338865
2004,25,25-29,2552577,CA,Pacific,17722067,83,3.251615915993915e-5,-10.333773387272787
2004,30,30-34,30802,WY,Mountain,19511370,1,3.24654243230959e-5,-10.335334901918412
2004,30,30-34,37544,VT,New England,19511370,4,1.0654165778819518e-4,-9.146974496354362
2004,30,30-34,44478,AK,Pacific,19511370,1,2.2483025315886504e-5,-10.702749963884775
2004,30,30-34,44962,SD,West North Central,19511370,1,2.2241003514078554e-5,-10.713572967563955
2004,30,30-34,50295,DC,South Atlantic,19511370,2,3.9765384233025154e-5,-10.132513767008493
2004,30,30-34,53668,DE,South Atlantic,19511370,3,5.589923231720951e-5,-9.791959911042252
2004,30,30-34,53681,MT,Mountain,19511370,1,1.862856504163484e-5,-10.89081440038412
2004,30,30-34,68807,RI,New England,19511370,4,5.813362012585929e-5,-9.752766401812002
2004,30,30-34,79460,ME,New England,19511370,8,1.0067958721369243e-4,-9.203567487688755
2004,30,30-34,82956,NH,New England,19511370,15,1.8081874728771878e-4,-8.618015424631055
2004,30,30-34,84611,HI,Pacific,19511370,1,1.181879424661096e-5,-11.345819560782635
2004,30,30-34,89633,ID,Mountain,19511370,4,4.462642107259603e-5,-10.017184473607449
2004,30,30-34,113300,NE,West North Central,19511370,6,5.29567519858782e-5,-9.846034977788042
2004,30,30-34,114915,WV,South Atlantic,19511370,33,2.871687769220728e-4,-8.155440442152551
2004,30,30-34,117410,NM,Mountain,19511370,14,1.1924026914232178e-4,-9.034370032008999
2004,30,30-34,172279,UT,Mountain,19511370,38,2.2057244353635672e-4,-8.419284374920519
2004,30,30-34,175220,NV,Mountain,19511370,27,1.5409199863029334e-4,-8.777960740216026
2004,30,30-34,176072,AR,West South Central,19511370,15,8.519242128220273e-5,-9.370598080172298
2004,30,30-34,176147,KS,West North Central,19511370,7,3.973953572868116e-5,-10.133164003629503
2004,30,30-34,180717,IA,West North Central,19511370,7,3.873459608116558e-5,-10.158777401683182
2004,30,30-34,189778,MS,East South Central,19511370,4,2.1077258691734553e-5,-10.767315885834044
2004,30,30-34,225636,CT,New England,19511370,21,9.307025474658299e-5,-9.282155922620053
2004,30,30-34,227492,OK,West South Central,19511370,27,1.1868549223708965e-4,-9.03903348591535
2004,30,30-34,245397,OR,Pacific,19511370,22,8.965064772592981e-5,-9.319590132887031
2004,30,30-34,283538,SC,South Atlantic,19511370,6,2.1161184744196543e-5,-10.763341962740197
2004,30,30-34,285333,KY,East South Central,19511370,32,1.1214966372624267e-4,-9.095676295431062
2004,30,30-34,293053,LA,West South Central,19511370,17,5.8009984542045295e-5,-9.754895414956854
2004,30,30-34,299896,AL,East South Central,19511370,5,1.6672446448102007e-5,-11.001753114434791
2004,30,30-34,335524,MN,West North Central,19511370,15,4.4706190913317675e-5,-10.015398566755511
2004,30,30-34,347503,CO,Mountain,19511370,18,5.179811397311678e-5,-9.86815681914708
2004,30,30-34,353980,WI,East North Central,19511370,17,4.802531216452907e-5,-9.94378234928853
2004,30,30-34,371944,MO,West North Central,19511370,27,7.259157292495644e-5,-9.53066171828462
2004,30,30-34,376831,MD,South Atlantic,19511370,53,1.4064660285379918e-4,-8.869260176510295
2004,30,30-34,389610,AZ,Mountain,19511370,30,7.7000077000077e-5,-9.471704136110091
2004,30,30-34,410768,TN,East South Central,19511370,34,8.277178358586842e-5,-9.39942333259951
2004,30,30-34,417066,IN,East North Central,19511370,15,3.5965530635438996e-5,-10.232949560536113
2004,30,30-34,430427,WA,Pacific,19511370,40,9.293097319638405e-5,-9.283653564090192
2004,30,30-34,439126,MA,New England,19511370,51,1.161397867582425e-4,-9.060716034097116
2004,30,30-34,531092,VA,South Atlantic,19511370,50,9.414564708186152e-5,-9.270667537792262
2004,30,30-34,595797,NJ,Middle Atlantic,19511370,35,5.874484094414708e-5,-9.742307222512501
2004,30,30-34,629605,NC,South Atlantic,19511370,59,9.370954804996784e-5,-9.275310473698267
2004,30,30-34,670625,MI,East North Central,19511370,32,4.771668219944082e-5,-9.950229489567374
2004,30,30-34,675927,GA,South Atlantic,19511370,26,3.846569230109168e-5,-10.165743823006798
2004,30,30-34,734942,OH,East North Central,19511370,49,6.667192785281015e-5,-9.61572656540604
2004,30,30-34,760151,PA,Middle Atlantic,19511370,53,6.972298924818885e-5,-9.570980463185824
2004,30,30-34,895938,IL,East North Central,19511370,53,5.9155879089847736e-5,-9.73533457958219
2004,30,30-34,1117654,FL,South Atlantic,19511370,126,0.00011273614195448681,-9.090460496630051
2004,30,30-34,1330171,NY,Middle Atlantic,19511370,32,2.405705732571226e-5,-10.635082160562183
2004,30,30-34,1660785,TX,West South Central,19511370,73,4.395511761004585e-5,-10.03234149897262
2004,30,30-34,2648724,CA,Pacific,19511370,110,4.152943077496938e-5,-10.089108206773133
2004,35,35-39,30375,WY,Mountain,22179956,1,3.292181069958848e-5,-10.32137518064285
2004,35,35-39,42296,VT,New England,22179956,8,1.8914318138831096e-4,-8.57300625623545
2004,35,35-39,42396,DC,South Atlantic,22179956,3,7.076139258420605e-5,-9.556197008479035
2004,35,35-39,47010,AK,Pacific,22179956,1,2.1272069772388854e-5,-10.758115624018176
2004,35,35-39,47051,SD,West North Central,22179956,2,4.2507066799855474e-5,-10.06584021821284
2004,35,35-39,54844,MT,Mountain,22179956,4,7.293414047115454e-5,-9.525953709356655
2004,35,35-39,59968,DE,South Atlantic,22179956,6,1.0005336179295624e-4,-9.20980689637004
2004,35,35-39,78176,RI,New England,22179956,9,1.1512484650020467e-4,-9.069493396721247
2004,35,35-39,87117,HI,Pacific,22179956,8,9.183052676285914e-5,-9.29556578007239
2004,35,35-39,88809,ID,Mountain,22179956,8,9.008096026303641e-5,-9.314801733516076
2004,35,35-39,92448,ME,New England,22179956,15,1.622533748701973e-4,-8.726351402163752
2004,35,35-39,97592,NH,New England,22179956,15,1.5370112304287237e-4,-8.780500600726363
2004,35,35-39,112030,NE,West North Central,22179956,4,3.5704721949477816e-5,-10.240227610432878
2004,35,35-39,117814,WV,South Atlantic,22179956,22,1.8673502300235964e-4,-8.58581993528059
2004,35,35-39,121945,NM,Mountain,22179956,28,2.2961171019722005e-4,-8.37912089221832
2004,35,35-39,143961,UT,Mountain,22179956,30,2.0838977222997895e-4,-8.476100326880678
2004,35,35-39,175638,KS,West North Central,22179956,22,1.2525763217526958e-4,-8.985137884324699
2004,35,35-39,176602,NV,Mountain,22179956,36,2.0384820103962583e-4,-8.498134953660072
2004,35,35-39,180140,AR,West South Central,22179956,17,9.437104474297768e-5,-9.268276261281517
2004,35,35-39,188009,IA,West North Central,22179956,5,2.6594471541256003e-5,-10.534807200572567
2004,35,35-39,189697,MS,East South Central,22179956,5,2.635782326552344e-5,-10.543745428920097
2004,35,35-39,223013,OK,West South Central,22179956,31,1.390053494639326e-4,-8.880998140222092
2004,35,35-39,238490,OR,Pacific,22179956,22,9.224705438383161e-5,-9.29104020635201
2004,35,35-39,263204,CT,New England,22179956,37,1.4057537119496665e-4,-8.869766763241982
2004,35,35-39,291570,SC,South Atlantic,22179956,19,6.516445450492163e-5,-9.638596413999185
2004,35,35-39,293116,KY,East South Central,22179956,27,9.211370242497851e-5,-9.292486848082252
2004,35,35-39,305558,AL,East South Central,22179956,13,4.254511418454107e-5,-10.064945534812997
2004,35,35-39,305567,LA,West South Central,22179956,13,4.2543861084475745e-5,-10.064974988689048
2004,35,35-39,335046,CO,Mountain,22179956,27,8.058594939202378e-5,-9.426186248809083
2004,35,35-39,360752,MN,West North Central,22179956,15,4.1579811061338536e-5,-10.087895819524084
2004,35,35-39,382433,AZ,Mountain,22179956,43,1.1243799567505942e-4,-9.093108637813572
2004,35,35-39,384131,MO,West North Central,22179956,41,1.0673442133022329e-4,-9.14516685252188
2004,35,35-39,385542,WI,East North Central,22179956,20,5.187502269532243e-5,-9.866673141913315
2004,35,35-39,418748,TN,East South Central,22179956,53,1.2656776868188028e-4,-8.974732672438483
2004,35,35-39,425376,MD,South Atlantic,22179956,88,2.068757992928609e-4,-8.48339194818912
2004,35,35-39,428530,IN,East North Central,22179956,19,4.433761930319931e-5,-10.02367704707144
2004,35,35-39,444113,WA,Pacific,22179956,67,1.5086250571363593e-4,-8.799141694147123
2004,35,35-39,486516,MA,New England,22179956,73,1.500464527374228e-4,-8.804565626894343
2004,35,35-39,562757,VA,South Atlantic,22179956,50,8.884829509006552e-5,-9.328580192179507
2004,35,35-39,627250,NC,South Atlantic,22179956,78,1.2435233160621763e-4,-8.992391637539077
2004,35,35-39,667565,NJ,Middle Atlantic,22179956,46,6.890714761858395e-5,-9.582750646303644
2004,35,35-39,676690,GA,South Atlantic,22179956,30,4.433344662991916e-5,-10.023771162851808
2004,35,35-39,703379,MI,East North Central,22179956,41,5.8290054152882014e-5,-9.750079076881994
2004,35,35-39,784405,OH,East North Central,22179956,53,6.756713687444624e-5,-9.602388834030718
2004,35,35-39,850070,PA,Middle Atlantic,22179956,45,5.29368169680144e-5,-9.846411488246538
2004,35,35-39,901438,IL,East North Central,22179956,74,8.209105895247372e-5,-9.407681451791166
2004,35,35-39,1202373,FL,South Atlantic,22179956,136,1.1310965898269505e-4,-9.08715277634291
2004,35,35-39,1429534,NY,Middle Atlantic,22179956,82,5.736134992242227e-5,-9.766139827737451
2004,35,35-39,1604475,TX,West South Central,22179956,78,4.861403262749498e-5,-9.931598331543132
2004,35,35-39,2681027,CA,Pacific,22179956,156,5.818665757562307e-5,-9.751854480786927
2004,40,40-44,38218,WY,Mountain,22479229,3,7.849704327803653e-5,-9.452449599133207
2004,40,40-44,40852,DC,South Atlantic,22479229,11,2.6926466268481345e-4,-8.21981578589962
2004,40,40-44,47304,ND,West North Central,22479229,3,6.341958396752917e-5,-9.665737848832556
2004,40,40-44,51100,VT,New England,22479229,3,5.8708414872798436e-5,-9.742927487523685
2004,40,40-44,57729,SD,West North Central,22479229,4,6.928926536056401e-5,-9.577220564768778
2004,40,40-44,65623,DE,South Atlantic,22479229,3,4.571567895402526e-5,-9.99306923457093
2004,40,40-44,71005,MT,Mountain,22479229,14,1.9716921343567354e-4,-8.531448246463855
2004,40,40-44,85796,RI,New England,22479229,16,1.864888806004942e-4,-8.587138942102904
2004,40,40-44,95309,HI,Pacific,22479229,9,9.442969709051612e-5,-9.26765494646193
2004,40,40-44,99971,ID,Mountain,22479229,8,8.002320672995168e-5,-9.433193881232262
2004,40,40-44,109033,ME,New England,22479229,16,1.467445635724964e-4,-8.82681714544485
2004,40,40-44,114665,NH,New England,22479229,18,1.5697902585793397e-4,-8.759398354801908
2004,40,40-44,131734,NE,West North Central,22479229,5,3.795527350570088e-5,-10.17910210446958
2004,40,40-44,132707,WV,South Atlantic,22479229,53,3.9937606908452457e-4,-7.8256070559421
2004,40,40-44,142883,NM,Mountain,22479229,36,2.5195439625427796e-4,-8.286262454074327
2004,40,40-44,152061,UT,Mountain,22479229,42,2.7620494406849883e-4,-8.194367416828875
2004,40,40-44,182394,NV,Mountain,22479229,46,2.522012785508295e-4,-8.285283064855387
2004,40,40-44,202106,AR,West South Central,22479229,22,1.0885376980396426e-4,-9.12550513786584
2004,40,40-44,208227,KS,West North Central,22479229,24,1.1525882810586524e-4,-9.068330279404066
2004,40,40-44,212633,MS,East South Central,22479229,7,3.292057206548372e-5,-10.321412804861565
2004,40,40-44,222216,IA,West North Central,22479229,8,3.600100802822479e-5,-10.231963619116156
2004,40,40-44,262477,OK,West South Central,22479229,66,2.51450603290955e-4,-8.288263996100998
2004,40,40-44,263910,OR,Pacific,22479229,44,1.6672350422492516e-4,-8.699173780996569
2004,40,40-44,295746,CT,New England,22479229,37,1.2510735563625542e-4,-8.986338344168344
2004,40,40-44,320333,SC,South Atlantic,22479229,26,8.116553711294185e-5,-9.41901982067957
2004,40,40-44,322232,KY,East South Central,22479229,37,1.1482410188932198e-4,-9.07210914934345
2004,40,40-44,342253,AL,East South Central,22479229,13,3.798359692975664e-5,-10.17835615117302
2004,40,40-44,343836,LA,West South Central,22479229,26,7.561744552635559e-5,-9.489823540469365
2004,40,40-44,373107,CO,Mountain,22479229,47,1.2596922598611123e-4,-8.97947291904927
2004,40,40-44,409227,AZ,Mountain,22479229,54,1.3195610260320067e-4,-8.933041246723283
2004,40,40-44,418886,MN,West North Central,22479229,22,5.2520256107867056e-5,-9.854311632154152
2004,40,40-44,445558,WI,East North Central,22479229,51,1.1446321242127849e-4,-9.075257075491447
2004,40,40-44,449512,MO,West North Central,22479229,55,1.2235490932388903e-4,-9.008584643634254
2004,40,40-44,457198,TN,East South Central,22479229,65,1.4217035070144665e-4,-8.858484566544394
2004,40,40-44,470596,MD,South Atlantic,22479229,95,2.0187166911745955e-4,-8.50787836385123
2004,40,40-44,481650,IN,East North Central,22479229,26,5.398110661268556e-5,-9.826876450164288
2004,40,40-44,492289,WA,Pacific,22479229,108,2.1938332971079995e-4,-8.424689994273313
2004,40,40-44,527700,MA,New England,22479229,95,1.800265302255069e-4,-8.622406327793218
2004,40,40-44,612961,VA,South Atlantic,22479229,69,1.1256833632156043e-4,-9.091950086763712
2004,40,40-44,668873,NC,South Atlantic,22479229,102,1.5249531674921846e-4,-8.788376672229555
2004,40,40-44,703367,GA,South Atlantic,22479229,48,6.82431788810109e-5,-9.592433072029225
2004,40,40-44,728970,NJ,Middle Atlantic,22479229,59,8.093611534082336e-5,-9.421850413974923
2004,40,40-44,786809,MI,East North Central,22479229,70,8.896695386046677e-5,-9.3272455621214565
2004,40,40-44,886950,OH,East North Central,22479229,78,8.794182310164045e-5,-9.338835063227494
2004,40,40-44,967730,PA,Middle Atlantic,22479229,90,9.30011470141465e-5,-9.282898731401628
2004,40,40-44,980971,IL,East North Central,22479229,97,9.88816183149145e-5,-9.2215871979354
2004,40,40-44,1349142,FL,South Atlantic,22479229,195,1.4453630529625495e-4,-8.841979834244263
2004,40,40-44,1529508,NY,Middle Atlantic,22479229,91,5.9496256312487416e-5,-9.72959716651004
2004,40,40-44,1721497,TX,West South Central,22479229,147,8.53907964986288e-5,-9.368272232314181
2004,40,40-44,2793165,CA,Pacific,22479229,239,8.556601561311272e-5,-9.366222367512954
2004,45,45-49,38353,DC,South Atlantic,19805793,14,3.650301149844862e-4,-7.91553070097847
2004,45,45-49,42815,WY,Mountain,19805793,2,4.671260072404531e-5,-9.971496606900347
2004,45,45-49,52546,VT,New England,19805793,4,7.612377726182774e-5,-9.483149894305212
2004,45,45-49,57556,AK,Pacific,19805793,1,1.7374383209396066e-5,-10.960513665883308
2004,45,45-49,57842,SD,West North Central,19805793,6,1.0373085301338128e-4,-9.173710965153392
2004,45,45-49,63228,DE,South Atlantic,19805793,7,1.107104447396723e-4,-9.108592370941972
2004,45,45-49,76123,MT,Mountain,19805793,9,1.182297071844252e-4,-9.042881154752852
2004,45,45-49,83550,RI,New England,19805793,15,1.7953321364452425e-4,-8.62515033292133
2004,45,45-49,95879,HI,Pacific,19805793,14,1.4601737606775207e-4,-8.831784929174876
2004,45,45-49,99430,ID,Mountain,19805793,10,1.0057326762546515e-4,-9.204624064980074
2004,45,45-49,109928,ME,New England,19805793,9,8.187177061349247e-5,-9.410356307675391
2004,45,45-49,110747,NH,New England,19805793,12,1.0835507959583555e-4,-9.130096949716377
2004,45,45-49,130531,NE,West North Central,19805793,4,3.064406156391968e-5,-10.393071664307682
2004,45,45-49,140944,NM,Mountain,19805793,33,2.341355431944602e-4,-8.359610365883096
2004,45,45-49,142836,WV,South Atlantic,19805793,42,2.940435184407292e-4,-8.131782779672513
2004,45,45-49,146465,UT,Mountain,19805793,38,2.5944764960912165e-4,-8.256955611320018
2004,45,45-49,169214,NV,Mountain,19805793,48,2.836644722067914e-4,-8.167718454140196
2004,45,45-49,196117,AR,West South Central,19805793,14,7.138595838198626e-5,-9.547409369275828
2004,45,45-49,207160,KS,West North Central,19805793,18,8.688936088047886e-5,-9.350874962641663
2004,45,45-49,209966,MS,East South Central,19805793,2,9.525351723612394e-6,-11.561553711269765
2004,45,45-49,222716,IA,West North Central,19805793,12,5.3880278022234594e-5,-9.828746046408797
2004,45,45-49,258903,OK,West South Central,19805793,56,2.1629722328439608e-4,-8.43885706242286
2004,45,45-49,273353,OR,Pacific,19805793,38,1.3901438798915688e-4,-8.880933119477088
2004,45,45-49,283749,CT,New England,19805793,23,8.105755438785688e-5,-9.420351107613314
2004,45,45-49,312017,SC,South Atlantic,19805793,24,7.691888582993875e-5,-9.472759122138788
