Sweden, Death rates (period 1x1), 	Last modified: 22 Oct 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1751           0             0.212235        0.241105        0.226774
  1751           1             0.049412        0.052949        0.051169
  1751           2             0.032247        0.034587        0.033409
  1751           3             0.026006        0.027883        0.026936
  1751           4             0.023696        0.025692        0.024681
  1751           5             0.018761        0.020801        0.019766
  1751           6             0.012956        0.014635        0.013788
  1751           7             0.008769        0.010147        0.009457
  1751           8             0.006078        0.007238        0.006660
  1751           9             0.004939        0.005895        0.005421
  1751          10             0.005203        0.006013        0.005610
  1751          11             0.005747        0.006496        0.006121
  1751          12             0.006169        0.006858        0.006511
  1751          13             0.006427        0.007054        0.006738
  1751          14             0.006469        0.007040        0.006752
  1751          15             0.006123        0.006743        0.006429
  1751          16             0.005699        0.006413        0.006047
  1751          17             0.005518        0.006323        0.005907
  1751          18             0.005520        0.006552        0.006010
  1751          19             0.005650        0.007048        0.006298
  1751          20             0.006000        0.007683        0.006771
  1751          21             0.006465        0.008280        0.007297
  1751          22             0.006891        0.008732        0.007736
  1751          23             0.007262        0.008916        0.008030
  1751          24             0.007633        0.008989        0.008271
  1751          25             0.007930        0.009018        0.008446
  1751          26             0.008175        0.009055        0.008592
  1751          27             0.008516        0.009244        0.008860
  1751          28             0.008977        0.009533        0.009239
  1751          29             0.009590        0.009883        0.009728
  1751          30             0.010573        0.010544        0.010560
  1751          31             0.011694        0.011391        0.011551
  1751          32             0.012615        0.012080        0.012362
  1751          33             0.013243        0.012474        0.012877
  1751          34             0.013412        0.012494        0.012971
  1751          35             0.012609        0.011815        0.012227
  1751          36             0.011485        0.010955        0.011231
  1751          37             0.010826        0.010521        0.010680
  1751          38             0.010646        0.010562        0.010606
  1751          39             0.010987        0.011123        0.011051
  1751          40             0.012344        0.012622        0.012473
  1751          41             0.014193        0.014649        0.014404
  1751          42             0.015663        0.016413        0.016012
  1751          43             0.016706        0.017884        0.017260
  1751          44             0.017227        0.019202        0.018164
  1751          45             0.016054        0.019381        0.017631
  1751          46             0.014112        0.018543        0.016193
  1751          47             0.012858        0.017946        0.015219
  1751          48             0.012243        0.017612        0.014700
  1751          49             0.012249        0.017671        0.014691
  1751          50             0.013801        0.019310        0.016263
  1751          51             0.016564        0.022299        0.019129
  1751          52             0.019331        0.025471        0.022064
  1751          53             0.021908        0.028557        0.024842
  1751          54             0.024118        0.031066        0.027161
  1751          55             0.024088        0.030671        0.026946
  1751          56             0.022892        0.028848        0.025451
  1751          57             0.022714        0.028405        0.025132
  1751          58             0.023171        0.029318        0.025735
  1751          59             0.024118        0.031610        0.027155
  1751          60             0.026959        0.036260        0.030656
  1751          61             0.030839        0.041454        0.035037
  1751          62             0.034601        0.045751        0.039025
  1751          63             0.038739        0.049388        0.043019
  1751          64             0.043066        0.051701        0.046620
  1751          65             0.045601        0.052251        0.048372
  1751          66             0.046595        0.052625        0.049087
  1751          67             0.048112        0.053984        0.050509
  1751          68             0.050455        0.056786        0.052994
  1751          69             0.053857        0.061702        0.056928
  1751          70             0.061241        0.070142        0.064687
  1751          71             0.072623        0.080625        0.075756
  1751          72             0.084802        0.091409        0.087422
  1751          73             0.097948        0.102861        0.099921
  1751          74             0.111584        0.114314        0.112696
  1751          75             0.115448        0.119204        0.116971
  1751          76             0.110234        0.118118        0.113354
  1751          77             0.106671        0.117652        0.110908
  1751          78             0.105101        0.118496        0.110131
  1751          79             0.109393        0.122111        0.114109
  1751          80             0.124528        0.134586        0.128260
  1751          81             0.145070        0.154148        0.148430
  1751          82             0.165252        0.174797        0.168771
  1751          83             0.183802        0.195466        0.188088
  1751          84             0.196774        0.213194        0.202788
  1751          85             0.199524        0.225474        0.208952
  1751          86             0.199498        0.235252        0.212423
  1751          87             0.200329        0.241707        0.215387
  1751          88             0.202300        0.248792        0.219296
  1751          89             0.208351        0.261923        0.227783
  1751          90             0.274338        0.298171        0.282925
  1751          91             0.294239        0.318449        0.302984
  1751          92             0.315758        0.339948        0.324533
  1751          93             0.339280        0.361591        0.347434
  1751          94             0.364173        0.381381        0.370546
  1751          95             0.390004        0.400472        0.393939
  1751          96             0.418875        0.422915        0.420415
  1751          97             0.452144        0.453301        0.452589
  1751          98             0.485479        0.483089        0.484551
  1751          99             0.524419        0.508250        0.518003
  1751         100             0.574742        0.546605        0.563363
  1751         101             0.623111        0.606272        0.616344
  1751         102             0.712831        0.672464        0.696172
  1751         103             0.914567        0.703887        0.816568
  1751         104             1.277228        0.886108        1.082763
  1751         105             1.862069        1.662162        1.774146
  1751         106             2.340000        4.148148        2.861210
  1751         107             6.000000              .        6.000000
  1751         108                   .              .              .
  1751         109                   .              .              .
  1751         110+                  .              .              .
  1752           0             0.246347        0.274426        0.260578
  1752           1             0.072521        0.077993        0.075238
  1752           2             0.048300        0.051176        0.049728
  1752           3             0.033862        0.038111        0.035972
  1752           4             0.029736        0.035509        0.032590
  1752           5             0.027264        0.032160        0.029675
  1752           6             0.020704        0.023093        0.021884
  1752           7             0.015602        0.016157        0.015878
  1752           8             0.011935        0.011390        0.011663
  1752           9             0.009493        0.008621        0.009054
  1752          10             0.008120        0.007487        0.007800
  1752          11             0.007591        0.007333        0.007461
  1752          12             0.007177        0.007186        0.007181
  1752          13             0.006972        0.007104        0.007037
  1752          14             0.006961        0.007072        0.007016
  1752          15             0.007099        0.007079        0.007089
  1752          16             0.006804        0.006906        0.006854
  1752          17             0.006553        0.006837        0.006690
  1752          18             0.006433        0.006966        0.006688
  1752          19             0.006385        0.007391        0.006859
  1752          20             0.006345        0.008016        0.007113
  1752          21             0.006585        0.008560        0.007492
  1752          22             0.006809        0.008958        0.007795
  1752          23             0.007018        0.009140        0.007994
  1752          24             0.007202        0.008986        0.008033
  1752          25             0.007435        0.008710        0.008037
  1752          26             0.007568        0.008413        0.007969
  1752          27             0.007797        0.008264        0.008019
  1752          28             0.008125        0.008278        0.008197
  1752          29             0.008575        0.008406        0.008495
  1752          30             0.009110        0.008582        0.008862
  1752          31             0.009952        0.009120        0.009559
  1752          32             0.010577        0.009686        0.010156
  1752          33             0.010923        0.010202        0.010581
  1752          34             0.010882        0.010577        0.010736
  1752          35             0.010455        0.010822        0.010632
  1752          36             0.009506        0.010517        0.009992
  1752          37             0.008983        0.010328        0.009627
  1752          38             0.008960        0.010348        0.009621
  1752          39             0.009431        0.010642        0.010002
  1752          40             0.010249        0.011182        0.010684
  1752          41             0.011930        0.012639        0.012260
  1752          42             0.013288        0.013984        0.013611
  1752          43             0.014082        0.014951        0.014488
  1752          44             0.014212        0.015507        0.014823
  1752          45             0.013802        0.015921        0.014810
  1752          46             0.012159        0.015244        0.013611
  1752          47             0.011214        0.014799        0.012885
  1752          48             0.010971        0.014731        0.012702
  1752          49             0.011329        0.015030        0.013009
  1752          50             0.012005        0.015602        0.013612
  1752          51             0.014292        0.018012        0.015957
  1752          52             0.016469        0.020625        0.018329
  1752          53             0.018212        0.023335        0.020493
  1752          54             0.019153        0.025842        0.022105
  1752          55             0.019426        0.027978        0.023173
  1752          56             0.017951        0.026929        0.021824
  1752          57             0.018062        0.026312        0.021585
  1752          58             0.019519        0.026366        0.022412
  1752          59             0.021823        0.027126        0.024022
  1752          60             0.024170        0.028398        0.025873
  1752          61             0.028427        0.032016        0.029856
  1752          62             0.031436        0.034717        0.032735
  1752          63             0.033806        0.037023        0.035083
  1752          64             0.035797        0.039105        0.037129
  1752          65             0.037420        0.040764        0.038801
  1752          66             0.037411        0.042152        0.039368
  1752          67             0.038411        0.044498        0.040905
  1752          68             0.040621        0.047848        0.043544
  1752          69             0.044350        0.052653        0.047649
  1752          70             0.049234        0.059091        0.053049
  1752          71             0.058639        0.067926        0.062254
  1752          72             0.068886        0.076787        0.071997
  1752          73             0.079222        0.085061        0.081552
  1752          74             0.089252        0.092457        0.090549
  1752          75             0.098905        0.098583        0.098773
  1752          76             0.095533        0.097875        0.096470
  1752          77             0.093235        0.097245        0.094796
  1752          78             0.092965        0.098031        0.094885
  1752          79             0.094843        0.101020        0.097117
  1752          80             0.100822        0.102797        0.101554
  1752          81             0.116276        0.116381        0.116315
  1752          82             0.131443        0.130513        0.131100
  1752          83             0.144952        0.144884        0.144927
  1752          84             0.154327        0.157682        0.155554
  1752          85             0.156291        0.166702        0.160071
  1752          86             0.154715        0.175356        0.162103
  1752          87             0.153231        0.183900        0.164084
  1752          88             0.153524        0.190008        0.166473
  1752          89             0.156766        0.198048        0.171440
  1752          90             0.190708        0.212990        0.198604
  1752          91             0.198528        0.226644        0.208493
  1752          92             0.205905        0.241308        0.218457
  1752          93             0.212999        0.257307        0.228733
  1752          94             0.220020        0.273370        0.239069
  1752          95             0.226554        0.287662        0.248657
  1752          96             0.231888        0.301064        0.257294
  1752          97             0.237163        0.318037        0.267243
  1752          98             0.244148        0.343826        0.281416
  1752          99             0.247978        0.370139        0.293846
  1752         100             0.255004        0.392732        0.307857
  1752         101             0.266371        0.428126        0.329545
  1752         102             0.273562        0.500000        0.359570
  1752         103             0.308051        0.589532        0.417410
  1752         104             0.439589        0.635983        0.533779
  1752         105             0.000000        0.528875        0.280645
  1752         106             0.000000        0.000000        0.000000
  1752         107                   .              .              .
  1752         108                   .              .              .
  1752         109                   .              .              .
  1752         110+                  .              .              .
  1753           0             0.211523        0.240819        0.226362
  1753           1             0.053260        0.058677        0.055950
  1753           2             0.034870        0.038379        0.036614
  1753           3             0.025024        0.027391        0.026201
  1753           4             0.022286        0.024561        0.023410
  1753           5             0.020103        0.022116        0.021094
  1753           6             0.015018        0.016140        0.015573
  1753           7             0.010989        0.011578        0.011281
  1753           8             0.008220        0.008428        0.008324
  1753           9             0.006666        0.006667        0.006667
  1753          10             0.006008        0.005960        0.005984
  1753          11             0.005933        0.005930        0.005931
  1753          12             0.005837        0.005839        0.005838
  1753          13             0.005770        0.005683        0.005727
  1753          14             0.005796        0.005499        0.005649
  1753          15             0.005895        0.005306        0.005604
  1753          16             0.005643        0.005053        0.005355
  1753          17             0.005422        0.005048        0.005242
  1753          18             0.005268        0.005272        0.005270
  1753          19             0.005247        0.005796        0.005506
  1753          20             0.005310        0.006652        0.005932
  1753          21             0.005634        0.007519        0.006506
  1753          22             0.005989        0.008207        0.007014
  1753          23             0.006359        0.008682        0.007433
  1753          24             0.006744        0.008867        0.007727
  1753          25             0.007137        0.008693        0.007866
  1753          26             0.007372        0.008375        0.007845
  1753          27             0.007703        0.008229        0.007953
  1753          28             0.008076        0.008223        0.008146
  1753          29             0.008498        0.008376        0.008441
  1753          30             0.008929        0.008608        0.008778
  1753          31             0.009571        0.009063        0.009331
  1753          32             0.009996        0.009519        0.009769
  1753          33             0.010101        0.009957        0.010032
  1753          34             0.009794        0.010286        0.010028
  1753          35             0.009138        0.010472        0.009778
  1753          36             0.008263        0.010222        0.009203
  1753          37             0.007970        0.010132        0.009007
  1753          38             0.008244        0.010204        0.009180
  1753          39             0.009113        0.010521        0.009782
  1753          40             0.010325        0.011055        0.010669
  1753          41             0.012114        0.012388        0.012242
  1753          42             0.013622        0.013846        0.013727
  1753          43             0.014539        0.015182        0.014840
  1753          44             0.014530        0.016104        0.015270
  1753          45             0.013750        0.016761        0.015178
  1753          46             0.012021        0.016658        0.014201
  1753          47             0.011150        0.017049        0.013894
  1753          48             0.010996        0.017692        0.014078
  1753          49             0.011510        0.018702        0.014779
  1753          50             0.012309        0.019758        0.015645
  1753          51             0.014289        0.022042        0.017770
  1753          52             0.016159        0.024069        0.019715
  1753          53             0.017739        0.025504        0.021230
  1753          54             0.018580        0.025787        0.021803
  1753          55             0.018679        0.024694        0.021346
  1753          56             0.017256        0.021870        0.019258
  1753          57             0.017277        0.020831        0.018796
  1753          58             0.018591        0.021694        0.019905
  1753          59             0.020947        0.024474        0.022424
  1753          60             0.023401        0.028310        0.025418
  1753          61             0.027431        0.033727        0.029986
  1753          62             0.030593        0.037898        0.033520
  1753          63             0.032639        0.039898        0.035532
  1753          64             0.034201        0.040172        0.036589
  1753          65             0.035950        0.039322        0.037319
  1753          66             0.036945        0.038445        0.037557
  1753          67             0.039115        0.039585        0.039306
  1753          68             0.042200        0.042844        0.042461
  1753          69             0.046340        0.048477        0.047194
  1753          70             0.051313        0.056429        0.053318
  1753          71             0.059436        0.066089        0.062045
  1753          72             0.068695        0.076158        0.071638
  1753          73             0.078861        0.085771        0.081618
  1753          74             0.088777        0.093745        0.090787
  1753          75             0.098771        0.100395        0.099438
  1753          76             0.098547        0.102418        0.100099
  1753          77             0.098693        0.105638        0.101395
  1753          78             0.099613        0.109278        0.103264
  1753          79             0.102030        0.114646        0.106659
  1753          80             0.101473        0.109714        0.104532
  1753          81             0.114052        0.122390        0.117133
  1753          82             0.126458        0.134534        0.129437
  1753          83             0.137946        0.146049        0.140929
  1753          84             0.146339        0.155615        0.149737
  1753          85             0.149904        0.161371        0.154075
  1753          86             0.151786        0.166549        0.157100
  1753          87             0.153011        0.173717        0.160319
  1753          88             0.156167        0.182712        0.165383
  1753          89             0.164131        0.192936        0.174139
  1753          90             0.204751        0.238781        0.216608
  1753          91             0.218556        0.258373        0.232386
  1753          92             0.233161        0.280515        0.249543
  1753          93             0.248666        0.305888        0.268359
  1753          94             0.265446        0.334641        0.289143
  1753          95             0.284329        0.366790        0.312529
  1753          96             0.304161        0.396534        0.336000
  1753          97             0.324518        0.428756        0.360801
  1753          98             0.348422        0.470871        0.391217
  1753          99             0.378368        0.536378        0.433005
  1753         100             0.406752        0.614572        0.477456
  1753         101             0.445490        0.690411        0.529554
  1753         102             0.504691        0.828105        0.614728
  1753         103             0.564129        1.150588        0.741717
  1753         104             0.737752        1.776119        1.027027
  1753         105             1.348837        2.286996        1.691803
  1753         106             4.142857        4.112360        4.127168
  1753         107                   .              .              .
  1753         108                   .              .              .
  1753         109                   .              .              .
  1753         110+                  .              .              .
  1754           0             0.235803        0.266118        0.251138
  1754           1             0.060318        0.061688        0.060998
  1754           2             0.038911        0.040575        0.039739
  1754           3             0.029248        0.027380        0.028317
  1754           4             0.026349        0.023111        0.024749
  1754           5             0.021951        0.020738        0.021356
  1754           6             0.014274        0.015227        0.014745
  1754           7             0.008555        0.010957        0.009748
  1754           8             0.005044        0.008040        0.006535
  1754           9             0.003787        0.006430        0.005110
  1754          10             0.004311        0.005890        0.005108
  1754          11             0.005299        0.006042        0.005673
  1754          12             0.006062        0.006193        0.006128
  1754          13             0.006537        0.006340        0.006439
  1754          14             0.006726        0.006481        0.006604
  1754          15             0.006735        0.006674        0.006705
  1754          16             0.006350        0.006609        0.006476
  1754          17             0.006073        0.006658        0.006355
  1754          18             0.005883        0.006812        0.006325
  1754          19             0.005813        0.007051        0.006395
  1754          20             0.005912        0.007441        0.006624
  1754          21             0.006316        0.008078        0.007136
  1754          22             0.006681        0.008661        0.007600
  1754          23             0.007005        0.009151        0.008001
  1754          24             0.007260        0.009527        0.008312
  1754          25             0.007473        0.009746        0.008529
  1754          26             0.007484        0.009542        0.008447
  1754          27             0.007667        0.009464        0.008514
  1754          28             0.008030        0.009548        0.008749
  1754          29             0.008516        0.009764        0.009108
  1754          30             0.009061        0.010093        0.009549
  1754          31             0.009855        0.010643        0.010228
  1754          32             0.010458        0.010967        0.010700
  1754          33             0.010884        0.011166        0.011019
  1754          34             0.011028        0.011180        0.011100
  1754          35             0.010939        0.011016        0.010976
  1754          36             0.010459        0.010629        0.010541
  1754          37             0.010274        0.010744        0.010500
  1754          38             0.010349        0.011328        0.010819
  1754          39             0.010658        0.012353        0.011468
  1754          40             0.011139        0.013685        0.012348
  1754          41             0.012216        0.015643        0.013837
  1754          42             0.013164        0.017356        0.015141
  1754          43             0.014011        0.018876        0.016300
  1754          44             0.014454        0.019742        0.016941
  1754          45             0.014424        0.019738        0.016934
  1754          46             0.013325        0.018616        0.015810
  1754          47             0.012785        0.018334        0.015367
  1754          48             0.012684        0.018700        0.015453
  1754          49             0.012868        0.019447        0.015863
  1754          50             0.013174        0.020415        0.016427
  1754          51             0.014638        0.022423        0.018148
  1754          52             0.015947        0.024072        0.019617
  1754          53             0.017373        0.025712        0.021143
  1754          54             0.018741        0.026998        0.022474
  1754          55             0.019978        0.027906        0.023543
  1754          56             0.019657        0.027198        0.022967
  1754          57             0.020276        0.027536        0.023395
  1754          58             0.021784        0.028839        0.024771
  1754          59             0.024017        0.031077        0.026979
  1754          60             0.026366        0.033843        0.029470
  1754          61             0.030048        0.038200        0.033412
  1754          62             0.032806        0.041848        0.036491
  1754          63             0.034644        0.044347        0.038549
  1754          64             0.035242        0.044613        0.038993
  1754          65             0.035761        0.043857        0.039014
  1754          66             0.036748        0.043518        0.039475
  1754          67             0.039882        0.045277        0.042066
  1754          68             0.045108        0.049556        0.046910
  1754          69             0.052201        0.056547        0.053948
  1754          70             0.060503        0.065759        0.062586
  1754          71             0.070734        0.076204        0.072899
  1754          72             0.080568        0.086247        0.082818
  1754          73             0.090770        0.096304        0.092974
  1754          74             0.100121        0.104687        0.101963
  1754          75             0.107154        0.110527        0.108535
  1754          76             0.105048        0.112887        0.108196
  1754          77             0.105334        0.118054        0.110307
  1754          78             0.108086        0.125990        0.114853
  1754          79             0.114195        0.135966        0.122163
  1754          80             0.113542        0.126574        0.118392
  1754          81             0.130559        0.142402        0.134926
  1754          82             0.147034        0.156024        0.150335
  1754          83             0.162197        0.166369        0.163729
  1754          84             0.174009        0.171695        0.173160
  1754          85             0.179940        0.170123        0.176348
  1754          86             0.184776        0.166825        0.178242
  1754          87             0.189810        0.164593        0.180715
  1754          88             0.194561        0.166253        0.184556
  1754          89             0.203053        0.174488        0.193135
  1754          90             0.227547        0.242444        0.232690
  1754          91             0.240610        0.257924        0.246539
  1754          92             0.253743        0.273501        0.260468
  1754          93             0.266862        0.290750        0.274927
  1754          94             0.279928        0.310202        0.290038
  1754          95             0.293636        0.332604        0.306493
  1754          96             0.308444        0.356255        0.324074
  1754          97             0.323319        0.375245        0.340341
  1754          98             0.336897        0.393841        0.355640
  1754          99             0.353559        0.423369        0.376371
  1754         100             0.375975        0.486874        0.410843
  1754         101             0.395188        0.564672        0.445528
  1754         102             0.424762        0.641860        0.487838
  1754         103             0.483200        0.869955        0.584906
  1754         104             0.542039        2.129032        0.768405
  1754         105             0.837209              .        0.837209
  1754         106             0.000000              .        0.000000
  1754         107                   .              .              .
  1754         108                   .              .              .
  1754         109                   .              .              .
  1754         110+                  .              .              .
  1755           0             0.261628        0.285427        0.273648
  1755           1             0.066343        0.064030        0.065192
  1755           2             0.044854        0.042758        0.043812
  1755           3             0.028568        0.028598        0.028583
  1755           4             0.021479        0.023307        0.022384
  1755           5             0.017763        0.020082        0.018900
  1755           6             0.012743        0.014330        0.013524
  1755           7             0.008968        0.009869        0.009415
  1755           8             0.006454        0.006894        0.006673
  1755           9             0.005302        0.005419        0.005360
  1755          10             0.005305        0.005125        0.005214
  1755          11             0.005845        0.005469        0.005656
  1755          12             0.006237        0.005748        0.005991
  1755          13             0.006422        0.005940        0.006181
  1755          14             0.006368        0.006023        0.006197
  1755          15             0.006157        0.006029        0.006094
  1755          16             0.005713        0.005878        0.005794
  1755          17             0.005450        0.005917        0.005676
  1755          18             0.005355        0.006161        0.005740
  1755          19             0.005402        0.006600        0.005966
  1755          20             0.005574        0.007153        0.006308
  1755          21             0.006088        0.007934        0.006946
  1755          22             0.006587        0.008625        0.007533
  1755          23             0.007027        0.009169        0.008019
  1755          24             0.007397        0.009513        0.008377
  1755          25             0.007707        0.009679        0.008619
  1755          26             0.007778        0.009372        0.008518
  1755          27             0.008003        0.009138        0.008534
  1755          28             0.008421        0.009060        0.008722
  1755          29             0.009042        0.009171        0.009103
  1755          30             0.009721        0.009405        0.009571
  1755          31             0.010606        0.010059        0.010347
  1755          32             0.011159        0.010594        0.010891
  1755          33             0.011381        0.011019        0.011208
  1755          34             0.011254        0.011454        0.011350
  1755          35             0.010804        0.011945        0.011351
  1755          36             0.010091        0.012049        0.011029
  1755          37             0.009944        0.012408        0.011126
  1755          38             0.010270        0.012958        0.011560
  1755          39             0.011019        0.013645        0.012278
  1755          40             0.011948        0.014316        0.013078
  1755          41             0.013353        0.015616        0.014430
  1755          42             0.014393        0.016606        0.015441
  1755          43             0.015204        0.017394        0.016238
  1755          44             0.015790        0.017997        0.016830
  1755          45             0.015965        0.018192        0.017013
  1755          46             0.014879        0.017232        0.015983
  1755          47             0.014283        0.017059        0.015577
  1755          48             0.014164        0.017710        0.015801
  1755          49             0.014378        0.018988        0.016482
  1755          50             0.014597        0.020317        0.017178
  1755          51             0.016036        0.022733        0.019063
  1755          52             0.017025        0.024304        0.020326
  1755          53             0.017850        0.025564        0.021354
  1755          54             0.018778        0.026864        0.022454
  1755          55             0.019848        0.028137        0.023614
  1755          56             0.019348        0.027549        0.023000
  1755          57             0.019962        0.028033        0.023469
  1755          58             0.021341        0.028889        0.024550
  1755          59             0.023421        0.029952        0.026158
  1755          60             0.025756        0.031001        0.027936
  1755          61             0.030060        0.034205        0.031784
  1755          62             0.033518        0.037049        0.034978
  1755          63             0.036603        0.040261        0.038097
  1755          64             0.039375        0.043551        0.041059
  1755          65             0.041715        0.046150        0.043494
  1755          66             0.043760        0.048236        0.045552
  1755          67             0.047178        0.051462        0.048897
  1755          68             0.051823        0.055714        0.053394
  1755          69             0.057387        0.061382        0.059001
  1755          70             0.062940        0.068017        0.064974
  1755          71             0.069835        0.075768        0.072201
  1755          72             0.076501        0.082869        0.079036
  1755          73             0.083503        0.089831        0.086024
  1755          74             0.091797        0.097042        0.093899
  1755          75             0.101304        0.103536        0.102211
  1755          76             0.103794        0.106377        0.104833
  1755          77             0.108332        0.112994        0.110167
  1755          78             0.115277        0.123446        0.118400
  1755          79             0.124150        0.137861        0.129198
  1755          80             0.118639        0.124967        0.121012
  1755          81             0.134877        0.142581        0.137726
  1755          82             0.150893        0.159695        0.154119
  1755          83             0.165595        0.174652        0.168904
  1755          84             0.177413        0.186149        0.180611
  1755          85             0.184750        0.193837        0.188083
  1755          86             0.191008        0.201606        0.194891
  1755          87             0.198643        0.211236        0.203241
  1755          88             0.207589        0.223228        0.213253
  1755          89             0.217578        0.240582        0.225727
  1755          90             0.242810        0.250652        0.245526
  1755          91             0.257498        0.265930        0.260386
  1755          92             0.272097        0.280172        0.274838
  1755          93             0.286435        0.292922        0.288622
  1755          94             0.300310        0.306272        0.302301
  1755          95             0.313380        0.320756        0.315810
  1755          96             0.326924        0.337125        0.330229
  1755          97             0.341324        0.352771        0.344985
  1755          98             0.355200        0.359204        0.356485
  1755          99             0.365854        0.361239        0.364365
  1755         100             0.380433        0.375533        0.378873
  1755         101             0.404044        0.430813        0.412032
  1755         102             0.419375        0.509575        0.443648
  1755         103             0.451994        0.584302        0.485473
  1755         104             0.539146        0.000000        0.416781
  1755         105             0.624000        0.000000        0.545455
  1755         106             0.000000              .        0.000000
  1755         107             0.000000              .        0.000000
  1755         108                   .              .              .
  1755         109                   .              .              .
  1755         110+                  .              .              .
  1756           0             0.246862        0.274937        0.261011
  1756           1             0.064914        0.064450        0.064682
  1756           2             0.043244        0.042149        0.042701
  1756           3             0.027935        0.030645        0.029278
  1756           4             0.021887        0.026744        0.024306
  1756           5             0.018873        0.022835        0.020833
  1756           6             0.014218        0.016081        0.015133
  1756           7             0.010892        0.011057        0.010974
  1756           8             0.008467        0.007686        0.008078
  1756           9             0.006902        0.006046        0.006473
  1756          10             0.006120        0.005798        0.005958
  1756          11             0.006021        0.006228        0.006125
  1756          12             0.006013        0.006610        0.006312
  1756          13             0.006020        0.006861        0.006441
  1756          14             0.006027        0.006946        0.006485
  1756          15             0.006044        0.006895        0.006466
  1756          16             0.005791        0.006654        0.006213
  1756          17             0.005648        0.006624        0.006121
  1756          18             0.005597        0.006825        0.006186
  1756          19             0.005630        0.007273        0.006408
  1756          20             0.005704        0.007885        0.006720
  1756          21             0.006066        0.008687        0.007282
  1756          22             0.006470        0.009394        0.007824
  1756          23             0.006865        0.009983        0.008307
  1756          24             0.007204        0.010384        0.008672
  1756          25             0.007524        0.010602        0.008944
  1756          26             0.007606        0.010293        0.008850
  1756          27             0.007875        0.010144        0.008930
  1756          28             0.008331        0.010107        0.009162
  1756          29             0.009014        0.010272        0.009607
  1756          30             0.009839        0.010613        0.010206
  1756          31             0.010833        0.011375        0.011090
  1756          32             0.011443        0.011922        0.011670
  1756          33             0.011604        0.012152        0.011865
  1756          34             0.011301        0.012053        0.011660
  1756          35             0.010685        0.011870        0.011252
  1756          36             0.009872        0.011537        0.010668
  1756          37             0.009755        0.011806        0.010735
  1756          38             0.010326        0.012633        0.011430
  1756          39             0.011487        0.013956        0.012669
  1756          40             0.012918        0.015491        0.014148
  1756          41             0.014571        0.017452        0.015945
  1756          42             0.015529        0.018834        0.017098
  1756          43             0.015806        0.019636        0.017616
  1756          44             0.015487        0.019941        0.017585
  1756          45             0.014730        0.019962        0.017188
  1756          46             0.013139        0.018765        0.015772
  1756          47             0.012216        0.018152        0.014982
  1756          48             0.012040        0.018291        0.014934
  1756          49             0.012581        0.019223        0.015627
  1756          50             0.013482        0.020521        0.016672
  1756          51             0.015541        0.023181        0.019000
  1756          52             0.017170        0.025113        0.020773
  1756          53             0.018415        0.026423        0.022061
  1756          54             0.019606        0.027747        0.023319
  1756          55             0.021301        0.029734        0.025151
  1756          56             0.021131        0.029455        0.024875
  1756          57             0.022117        0.030549        0.025832
  1756          58             0.023896        0.032484        0.027587
  1756          59             0.026050        0.034381        0.029553
  1756          60             0.028249        0.035746        0.031356
  1756          61             0.032898        0.039274        0.035549
  1756          62             0.036300        0.041624        0.038516
  1756          63             0.038344        0.043077        0.040304
  1756          64             0.039609        0.044459        0.041592
  1756          65             0.040480        0.045638        0.042562
  1756          66             0.040704        0.045823        0.042750
  1756          67             0.043215        0.047830        0.045056
  1756          68             0.048226        0.052110        0.049781
  1756          69             0.055864        0.058745        0.057024
