Sweden, Death rates (period 1x1), 	Last modified: 22 Oct 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1817          94             0.321199        0.469513        0.362365
  1817          95             0.312735        0.417015        0.344427
  1817          96             0.305394        0.377843        0.329460
  1817          97             0.322200        0.403621        0.350127
  1817          98             0.435546        0.534496        0.471264
  1817          99             0.769412        0.790268        0.778008
  1817         100             1.451299        2.150538        1.669274
  1817         101             6.000000              .        6.000000
  1817         102                   .              .              .
  1817         103                   .              .              .
  1817         104                   .              .              .
  1817         105                   .              .              .
  1817         106                   .              .              .
  1817         107                   .              .              .
  1817         108                   .              .              .
  1817         109                   .              .              .
  1817         110+                  .              .              .
  1818           0             0.177588        0.214188        0.196146
  1818           1             0.047969        0.053480        0.050720
  1818           2             0.033304        0.037201        0.035248
  1818           3             0.021661        0.024120        0.022887
  1818           4             0.015212        0.016884        0.016045
  1818           5             0.012501        0.013927        0.013211
  1818           6             0.010265        0.011439        0.010850
  1818           7             0.008628        0.009598        0.009112
  1818           8             0.007494        0.008346        0.007919
  1818           9             0.006703        0.007450        0.007075
  1818          10             0.005862        0.006506        0.006182
  1818          11             0.005164        0.005663        0.005413
  1818          12             0.004838        0.005217        0.005028
  1818          13             0.004780        0.005104        0.004942
  1818          14             0.004913        0.005202        0.005058
  1818          15             0.004993        0.005261        0.005127
  1818          16             0.005060        0.005385        0.005222
  1818          17             0.005400        0.005791        0.005595
  1818          18             0.005826        0.006378        0.006100
  1818          19             0.006146        0.006937        0.006535
  1818          20             0.006338        0.007405        0.006858
  1818          21             0.006634        0.007859        0.007229
  1818          22             0.007030        0.008362        0.007677
  1818          23             0.007341        0.008764        0.008031
  1818          24             0.007428        0.008831        0.008107
  1818          25             0.007442        0.008727        0.008065
  1818          26             0.007524        0.008778        0.008130
  1818          27             0.007808        0.009105        0.008431
  1818          28             0.008071        0.009485        0.008743
  1818          29             0.008052        0.009460        0.008717
  1818          30             0.007977        0.009250        0.008578
  1818          31             0.008291        0.009414        0.008822
  1818          32             0.008819        0.009769        0.009268
  1818          33             0.009483        0.010243        0.009842
  1818          34             0.010289        0.010775        0.010518
  1818          35             0.011413        0.011496        0.011452
  1818          36             0.012276        0.012233        0.012256
  1818          37             0.012713        0.012818        0.012763
  1818          38             0.012914        0.013438        0.013162
  1818          39             0.013010        0.014209        0.013575
  1818          40             0.013246        0.015357        0.014235
  1818          41             0.013768        0.016741        0.015156
  1818          42             0.014301        0.018082        0.016062
  1818          43             0.014595        0.018997        0.016643
  1818          44             0.014053        0.018675        0.016204
  1818          45             0.013736        0.018488        0.015951
  1818          46             0.013481        0.018318        0.015732
  1818          47             0.013216        0.017949        0.015413
  1818          48             0.013843        0.018640        0.016061
  1818          49             0.015306        0.020305        0.017607
  1818          50             0.017628        0.022938        0.020066
  1818          51             0.019603        0.025322        0.022221
  1818          52             0.020914        0.027166        0.023764
  1818          53             0.022239        0.029320        0.025452
  1818          54             0.023069        0.031189        0.026733
  1818          55             0.023564        0.032848        0.027727
  1818          56             0.024104        0.034125        0.028581
  1818          57             0.025400        0.035861        0.030065
  1818          58             0.027346        0.037965        0.032075
  1818          59             0.030034        0.040485        0.034684
  1818          60             0.033193        0.043078        0.037591
  1818          61             0.036450        0.046064        0.040705
  1818          62             0.039049        0.048430        0.043167
  1818          63             0.041423        0.050368        0.045324
  1818          64             0.044813        0.053141        0.048432
  1818          65             0.048713        0.056546        0.052099
  1818          66             0.053166        0.060440        0.056302
  1818          67             0.057446        0.064614        0.060521
  1818          68             0.062677        0.070283        0.065924
  1818          69             0.070351        0.079447        0.074205
  1818          70             0.078649        0.089567        0.083250
  1818          71             0.087173        0.099348        0.092295
  1818          72             0.096187        0.109256        0.101680
  1818          73             0.104086        0.118644        0.110160
  1818          74             0.110068        0.125857        0.116590
  1818          75             0.113522        0.129409        0.120015
  1818          76             0.116681        0.131490        0.122681
  1818          77             0.121923        0.136689        0.127814
  1818          78             0.131380        0.144280        0.136483
  1818          79             0.145159        0.155089        0.149064
  1818          80             0.153920        0.168002        0.159264
  1818          81             0.171153        0.188428        0.177552
  1818          82             0.188485        0.208797        0.195875
  1818          83             0.204486        0.227459        0.212758
  1818          84             0.217115        0.243448        0.226555
  1818          85             0.224735        0.257050        0.236287
  1818          86             0.229946        0.269867        0.244114
  1818          87             0.234768        0.283478        0.251788
  1818          88             0.241219        0.298753        0.260805
  1818          89             0.250610        0.313131        0.271048
  1818          90             0.262074        0.317363        0.279054
  1818          91             0.274368        0.304844        0.282986
  1818          92             0.285850        0.260528        0.279325
  1818          93             0.294376        0.182037        0.267381
  1818          94             0.310013        0.151625        0.270460
  1818          95             0.359069        0.284723        0.338657
  1818          96             0.399376        0.453969        0.415476
  1818          97             0.409934        0.602025        0.470281
  1818          98             0.401874        0.926471        0.558247
  1818          99             0.310976        2.118407        0.743623
  1818         100             0.000000        4.137931        0.582524
  1818         101             0.000000              .        0.000000
  1818         102                   .              .              .
  1818         103                   .              .              .
  1818         104                   .              .              .
  1818         105                   .              .              .
  1818         106                   .              .              .
  1818         107                   .              .              .
  1818         108                   .              .              .
  1818         109                   .              .              .
  1818         110+                  .              .              .
  1819           0             0.194451        0.224042        0.209455
  1819           1             0.054901        0.062986        0.058938
  1819           2             0.036319        0.042635        0.039471
  1819           3             0.025872        0.027528        0.026699
  1819           4             0.020840        0.020214        0.020529
  1819           5             0.017280        0.017387        0.017333
  1819           6             0.013159        0.014439        0.013796
  1819           7             0.009764        0.011695        0.010726
  1819           8             0.007607        0.009739        0.008671
  1819           9             0.006604        0.008511        0.007555
  1819          10             0.006513        0.007721        0.007115
  1819          11             0.006271        0.006765        0.006517
  1819          12             0.005976        0.005918        0.005947
  1819          13             0.005973        0.005546        0.005759
  1819          14             0.006172        0.005592        0.005881
  1819          15             0.006481        0.005911        0.006195
  1819          16             0.006506        0.006149        0.006328
  1819          17             0.006595        0.006503        0.006549
  1819          18             0.007063        0.007258        0.007160
  1819          19             0.007671        0.008315        0.007988
  1819          20             0.008130        0.009337        0.008721
  1819          21             0.008415        0.009931        0.009155
  1819          22             0.008687        0.010398        0.009521
  1819          23             0.009065        0.010817        0.009919
  1819          24             0.009300        0.010971        0.010112
  1819          25             0.009236        0.010629        0.009912
  1819          26             0.009067        0.010195        0.009614
  1819          27             0.009084        0.010097        0.009574
  1819          28             0.009362        0.010407        0.009864
  1819          29             0.009624        0.010879        0.010221
  1819          30             0.009589        0.010998        0.010255
  1819          31             0.009708        0.011119        0.010376
  1819          32             0.010139        0.011518        0.010792
  1819          33             0.010760        0.012084        0.011387
  1819          34             0.011470        0.012720        0.012061
  1819          35             0.012238        0.013328        0.012754
  1819          36             0.012973        0.013936        0.013429
  1819          37             0.013674        0.014610        0.014117
  1819          38             0.014022        0.015058        0.014512
  1819          39             0.014235        0.015513        0.014837
  1819          40             0.014423        0.016067        0.015194
  1819          41             0.015039        0.017030        0.015973
  1819          42             0.015636        0.018186        0.016829
  1819          43             0.016205        0.019455        0.017720
  1819          44             0.016449        0.020452        0.018313
  1819          45             0.015826        0.020436        0.017973
  1819          46             0.015771        0.021055        0.018228
  1819          47             0.016061        0.021872        0.018758
  1819          48             0.016147        0.022129        0.018916
  1819          49             0.017096        0.023313        0.019963
  1819          50             0.018737        0.025237        0.021721
  1819          51             0.021044        0.028019        0.024232
  1819          52             0.022826        0.030044        0.026115
  1819          53             0.024176        0.031574        0.027532
  1819          54             0.025900        0.033626        0.029387
  1819          55             0.027506        0.035577        0.031127
  1819          56             0.028832        0.036894        0.032437
  1819          57             0.030403        0.038427        0.033977
  1819          58             0.032498        0.040328        0.035980
  1819          59             0.034975        0.042491        0.038313
  1819          60             0.037845        0.044970        0.041008
  1819          61             0.041070        0.048448        0.044330
  1819          62             0.044269        0.052311        0.047803
  1819          63             0.047001        0.056375        0.051086
  1819          64             0.049868        0.060995        0.054682
  1819          65             0.054383        0.067651        0.060098
  1819          66             0.059273        0.073940        0.065574
  1819          67             0.065327        0.080644        0.071886
  1819          68             0.070962        0.085742        0.077260
  1819          69             0.077469        0.090280        0.082900
  1819          70             0.086388        0.096332        0.090575
  1819          71             0.094930        0.102393        0.098052
  1819          72             0.103713        0.109022        0.105931
  1819          73             0.113389        0.118327        0.115451
  1819          74             0.121995        0.130841        0.125657
  1819          75             0.129172        0.146115        0.136096
  1819          76             0.136847        0.159239        0.145977
  1819          77             0.144032        0.172246        0.155404
  1819          78             0.152986        0.186109        0.166097
  1819          79             0.166156        0.196708        0.178150
  1819          80             0.171536        0.195412        0.180723
  1819          81             0.186313        0.205222        0.193403
  1819          82             0.202768        0.216957        0.207962
  1819          83             0.221349        0.231263        0.224915
  1819          84             0.241592        0.250235        0.244670
  1819          85             0.262901        0.276799        0.267818
  1819          86             0.283108        0.303982        0.290447
  1819          87             0.299785        0.329066        0.309953
  1819          88             0.310889        0.349826        0.324123
  1819          89             0.314007        0.359931        0.329130
  1819          90             0.304784        0.346469        0.317943
  1819          91             0.287615        0.311906        0.294868
  1819          92             0.266471        0.250136        0.261886
  1819          93             0.248469        0.161311        0.225157
  1819          94             0.264090        0.117188        0.225428
  1819          95             0.370301        0.237061        0.333618
  1819          96             0.531832        0.420580        0.499806
  1819          97             0.695708        0.591630        0.665565
  1819          98             0.821711        0.618103        0.761796
  1819          99             0.968457        0.526027        0.863459
  1819         100             0.603373        0.000000        0.558382
  1819         101             1.214145              .        1.214145
  1819         102             6.000000              .        6.000000
  1819         103                   .              .              .
  1819         104                   .              .              .
  1819         105                   .              .              .
  1819         106                   .              .              .
  1819         107                   .              .              .
  1819         108                   .              .              .
  1819         109                   .              .              .
  1819         110+                  .              .              .
  1820           0             0.169117        0.202242        0.185913
  1820           1             0.048880        0.053938        0.051407
  1820           2             0.032932        0.037151        0.035038
  1820           3             0.020902        0.021486        0.021193
  1820           4             0.014914        0.013593        0.014255
  1820           5             0.012437        0.011595        0.012018
  1820           6             0.010371        0.010348        0.010359
  1820           7             0.008301        0.008873        0.008586
  1820           8             0.006665        0.007468        0.007065
  1820           9             0.005794        0.006492        0.006142
  1820          10             0.005564        0.005907        0.005735
  1820          11             0.005544        0.005523        0.005534
  1820          12             0.005286        0.005036        0.005161
  1820          13             0.005047        0.004669        0.004859
  1820          14             0.005116        0.004703        0.004909
  1820          15             0.005409        0.005085        0.005246
  1820          16             0.005738        0.005583        0.005661
  1820          17             0.005843        0.005880        0.005861
  1820          18             0.005978        0.006186        0.006081
  1820          19             0.006430        0.006775        0.006601
  1820          20             0.006960        0.007516        0.007233
  1820          21             0.007314        0.008033        0.007666
  1820          22             0.007405        0.008283        0.007835
  1820          23             0.007483        0.008559        0.008009
  1820          24             0.007643        0.008923        0.008269
  1820          25             0.007704        0.009214        0.008439
  1820          26             0.007605        0.009163        0.008362
  1820          27             0.007640        0.009049        0.008324
  1820          28             0.007963        0.009133        0.008529
  1820          29             0.008663        0.009486        0.009059
  1820          30             0.009480        0.009904        0.009682
  1820          31             0.010050        0.010188        0.010115
  1820          32             0.010424        0.010436        0.010430
  1820          33             0.010856        0.011044        0.010945
  1820          34             0.011196        0.011923        0.011541
  1820          35             0.011362        0.012958        0.012117
  1820          36             0.011397        0.013828        0.012543
  1820          37             0.011718        0.014756        0.013151
  1820          38             0.012205        0.015723        0.013866
  1820          39             0.012585        0.016409        0.014387
  1820          40             0.012975        0.017001        0.014865
  1820          41             0.013452        0.017591        0.015395
  1820          42             0.013984        0.018309        0.016015
  1820          43             0.014422        0.019074        0.016599
  1820          44             0.014739        0.019760        0.017081
  1820          45             0.014806        0.020084        0.017264
  1820          46             0.014408        0.019617        0.016829
  1820          47             0.015045        0.020288        0.017479
  1820          48             0.016135        0.021327        0.018541
  1820          49             0.017065        0.021978        0.019335
  1820          50             0.018704        0.023516        0.020919
  1820          51             0.020647        0.025817        0.023009
  1820          52             0.022552        0.028238        0.025137
  1820          53             0.023537        0.029738        0.026347
  1820          54             0.023700        0.030571        0.026799
  1820          55             0.024035        0.031851        0.027542
  1820          56             0.024443        0.032723        0.028145
  1820          57             0.025586        0.033959        0.029316
  1820          58             0.027565        0.035685        0.031169
  1820          59             0.030694        0.038087        0.033970
  1820          60             0.034732        0.041016        0.037515
  1820          61             0.039199        0.044956        0.041735
  1820          62             0.043303        0.048716        0.045676
  1820          63             0.046883        0.052315        0.049252
  1820          64             0.049414        0.055508        0.052049
  1820          65             0.051603        0.058608        0.054608
  1820          66             0.054997        0.062192        0.058083
  1820          67             0.059313        0.066854        0.062537
  1820          68             0.064976        0.072788        0.068304
  1820          69             0.070502        0.078422        0.073859
  1820          70             0.076947        0.084793        0.080256
  1820          71             0.085836        0.094549        0.089480
  1820          72             0.093397        0.103144        0.097445
  1820          73             0.101056        0.111334        0.105320
  1820          74             0.109222        0.120759        0.114001
  1820          75             0.116241        0.131573        0.122523
  1820          76             0.124246        0.142504        0.131666
  1820          77             0.134167        0.152951        0.141774
  1820          78             0.144999        0.164769        0.152900
  1820          79             0.159953        0.180079        0.167838
  1820          80             0.172906        0.185422        0.177783
  1820          81             0.194364        0.204745        0.198317
  1820          82             0.215874        0.225516        0.219458
  1820          83             0.236286        0.246725        0.240079
  1820          84             0.253351        0.265808        0.257801
  1820          85             0.263779        0.280546        0.269698
  1820          86             0.270479        0.291481        0.277822
  1820          87             0.275230        0.299791        0.283734
  1820          88             0.277841        0.307568        0.287964
  1820          89             0.280628        0.317870        0.292976
  1820          90             0.289045        0.335636        0.303949
  1820          91             0.301722        0.359156        0.319321
  1820          92             0.317168        0.388591        0.337918
  1820          93             0.335445        0.416268        0.357756
  1820          94             0.357015        0.431842        0.377138
  1820          95             0.385526        0.445608        0.401670
  1820          96             0.406557        0.406974        0.406676
  1820          97             0.403455        0.329716        0.380901
  1820          98             0.349019        0.220766        0.308064
  1820          99             0.276184        0.111846        0.217550
  1820         100             0.596825        0.801068        0.654793
  1820         101             0.865979              .        0.865979
  1820         102             0.000000              .        0.000000
  1820         103                   .              .              .
  1820         104                   .              .              .
  1820         105                   .              .              .
  1820         106                   .              .              .
  1820         107                   .              .              .
  1820         108                   .              .              .
  1820         109                   .              .              .
  1820         110+                  .              .              .
  1821           0             0.191542        0.223561        0.207759
  1821           1             0.067488        0.070119        0.068803
  1821           2             0.046219        0.048440        0.047329
  1821           3             0.028066        0.028406        0.028236
  1821           4             0.018874        0.018094        0.018485
  1821           5             0.015478        0.014694        0.015088
  1821           6             0.013075        0.012531        0.012804
  1821           7             0.011094        0.010678        0.010887
  1821           8             0.009136        0.008879        0.009008
  1821           9             0.007656        0.007487        0.007572
  1821          10             0.006940        0.006789        0.006865
  1821          11             0.006583        0.006419        0.006501
  1821          12             0.006461        0.006197        0.006329
  1821          13             0.006128        0.005730        0.005930
  1821          14             0.005884        0.005260        0.005572
  1821          15             0.006023        0.005109        0.005565
  1821          16             0.006278        0.005286        0.005783
  1821          17             0.006483        0.005608        0.006048
  1821          18             0.006347        0.005834        0.006093
  1821          19             0.006173        0.006179        0.006176
  1821          20             0.006270        0.006871        0.006565
  1821          21             0.006571        0.007641        0.007097
  1821          22             0.006752        0.008101        0.007415
  1821          23             0.006866        0.008254        0.007547
  1821          24             0.007146        0.008395        0.007757
  1821          25             0.007670        0.008609        0.008129
  1821          26             0.008025        0.008739        0.008373
  1821          27             0.008140        0.008726        0.008425
  1821          28             0.008181        0.008729        0.008448
  1821          29             0.008313        0.009004        0.008648
  1821          30             0.008621        0.009625        0.009105
  1821          31             0.009024        0.010435        0.009696
  1821          32             0.009151        0.010752        0.009909
  1821          33             0.009223        0.010758        0.009949
  1821          34             0.009470        0.010840        0.010119
  1821          35             0.009796        0.010950        0.010343
  1821          36             0.010068        0.011201        0.010603
  1821          37             0.010441        0.011722        0.011044
  1821          38             0.011109        0.012664        0.011841
  1821          39             0.011972        0.014031        0.012941
  1821          40             0.012658        0.015389        0.013941
  1821          41             0.013173        0.016484        0.014728
  1821          42             0.013420        0.017199        0.015194
  1821          43             0.013610        0.017840        0.015595
  1821          44             0.013566        0.018303        0.015781
  1821          45             0.013379        0.018600        0.015811
  1821          46             0.013220        0.018782        0.015806
  1821          47             0.013004        0.018725        0.015658
  1821          48             0.013706        0.019770        0.016515
  1821          49             0.014811        0.021206        0.017768
  1821          50             0.015627        0.022119        0.018621
  1821          51             0.016904        0.023918        0.020114
  1821          52             0.018266        0.025890        0.021729
  1821          53             0.019830        0.028069        0.023553
  1821          54             0.020828        0.029411        0.024692
  1821          55             0.021452        0.030240        0.025390
  1821          56             0.022543        0.031302        0.026456
  1821          57             0.024006        0.032510        0.027791
  1821          58             0.025951        0.033942        0.029495
  1821          59             0.028471        0.035716        0.031673
  1821          60             0.031758        0.037982        0.034505
  1821          61             0.035619        0.041251        0.038096
  1821          62             0.039420        0.044984        0.041854
  1821          63             0.042918        0.048726        0.045446
  1821          64             0.045986        0.052529        0.048818
  1821          65             0.048199        0.056156        0.051611
  1821          66             0.050130        0.058729        0.053805
  1821          67             0.053761        0.062593        0.057534
  1821          68             0.058339        0.067428        0.062209
  1821          69             0.064321        0.073406        0.068175
  1821          70             0.070103        0.078890        0.073812
  1821          71             0.076397        0.085534        0.080226
  1821          72             0.084412        0.094986        0.088805
  1821          73             0.090886        0.103435        0.096058
  1821          74             0.097166        0.111691        0.103142
  1821          75             0.103869        0.121634        0.111160
  1821          76             0.110530        0.133275        0.119756
  1821          77             0.119347        0.146352        0.130186
  1821          78             0.130280        0.158699        0.141639
  1821          79             0.142200        0.172235        0.154031
  1821          80             0.151176        0.175597        0.160772
  1821          81             0.170145        0.194542        0.179547
  1821          82             0.190269        0.215920        0.199930
  1821          83             0.209903        0.237997        0.220221
  1821          84             0.227116        0.258229        0.238265
  1821          85             0.239918        0.272467        0.251363
  1821          86             0.249391        0.279474        0.259836
  1821          87             0.256379        0.280989        0.264844
  1821          88             0.261314        0.279219        0.267419
  1821          89             0.264429        0.279580        0.269507
  1821          90             0.268630        0.288791        0.275185
  1821          91             0.275577        0.306298        0.285151
  1821          92             0.287836        0.333868        0.301448
  1821          93             0.306807        0.379273        0.326834
  1821          94             0.337923        0.452236        0.367430
  1821          95             0.390543        0.563017        0.433269
  1821          96             0.455274        0.688112        0.512472
  1821          97             0.523114        0.722335        0.577075
  1821          98             0.579000        0.707289        0.618138
  1821          99             0.565153        0.647779        0.592184
  1821         100             0.664418        0.875000        0.740581
  1821         101             0.771605        1.052980        0.838305
  1821         102             1.426829              .        1.426829
  1821         103                   .              .              .
  1821         104                   .              .              .
  1821         105                   .              .              .
  1821         106                   .              .              .
  1821         107                   .              .              .
  1821         108                   .              .              .
  1821         109                   .              .              .
  1821         110+                  .              .              .
  1822           0             0.172920        0.201532        0.187386
  1822           1             0.040159        0.043952        0.042058
  1822           2             0.028153        0.031090        0.029622
  1822           3             0.016646        0.017821        0.017234
  1822           4             0.010683        0.010893        0.010788
  1822           5             0.008741        0.008814        0.008777
  1822           6             0.007363        0.007486        0.007425
  1822           7             0.006397        0.006577        0.006487
  1822           8             0.005677        0.005869        0.005773
  1822           9             0.004990        0.005209        0.005099
  1822          10             0.004512        0.004736        0.004624
  1822          11             0.004227        0.004479        0.004353
  1822          12             0.004196        0.004514        0.004354
  1822          13             0.004324        0.004725        0.004524
  1822          14             0.004304        0.004804        0.004553
  1822          15             0.004296        0.004860        0.004578
  1822          16             0.004505        0.005165        0.004835
  1822          17             0.004814        0.005625        0.005217
  1822          18             0.005152        0.006121        0.005631
  1822          19             0.005278        0.006373        0.005817
  1822          20             0.005410        0.006612        0.005999
  1822          21             0.005896        0.007157        0.006517
  1822          22             0.006381        0.007763        0.007062
  1822          23             0.006647        0.008150        0.007386
  1822          24             0.006735        0.008327        0.007517
  1822          25             0.006881        0.008591        0.007718
  1822          26             0.007131        0.008878        0.007986
  1822          27             0.007384        0.009132        0.008237
  1822          28             0.007518        0.009142        0.008309
  1822          29             0.007687        0.009073        0.008361
  1822          30             0.008030        0.009199        0.008598
  1822          31             0.008657        0.009760        0.009188
  1822          32             0.009236        0.010417        0.009798
  1822          33             0.009445        0.010644        0.010012
  1822          34             0.009500        0.010637        0.010038
  1822          35             0.009671        0.010830        0.010220
  1822          36             0.009886        0.011191        0.010504
  1822          37             0.010182        0.011793        0.010941
  1822          38             0.010574        0.012570        0.011512
  1822          39             0.011265        0.013679        0.012399
  1822          40             0.012064        0.015022        0.013454
  1822          41             0.012492        0.016016        0.014147
  1822          42             0.012566        0.016681        0.014497
  1822          43             0.012404        0.017162        0.014635
  1822          44             0.012190        0.017765        0.014802
  1822          45             0.011867        0.018489        0.014957
  1822          46             0.011792        0.019313        0.015288
  1822          47             0.012076        0.020165        0.015827
  1822          48             0.012316        0.020347        0.016032
  1822          49             0.013407        0.021257        0.017034
  1822          50             0.014775        0.022103        0.018156
  1822          51             0.015676        0.022569        0.018834
  1822          52             0.016903        0.023810        0.020043
  1822          53             0.018384        0.025665        0.021669
  1822          54             0.020261        0.028233        0.023839
  1822          55             0.021785        0.030457        0.025661
  1822          56             0.022736        0.031702        0.026733
  1822          57             0.024291        0.033623        0.028437
  1822          58             0.025912        0.035466        0.030140
  1822          59             0.027688        0.037279        0.031917
  1822          60             0.029669        0.039188        0.033852
  1822          61             0.032667        0.042256        0.036876
  1822          62             0.035835        0.045762        0.040178
  1822          63             0.039187        0.049819        0.043811
  1822          64             0.042531        0.053917        0.047457
  1822          65             0.045795        0.058073        0.051076
  1822          66             0.048160        0.061035        0.053660
  1822          67             0.050726        0.063677        0.056238
  1822          68             0.055049        0.067835        0.060489
  1822          69             0.060423        0.073213        0.065847
  1822          70             0.067215        0.080014        0.072621
  1822          71             0.073135        0.086439        0.078708
  1822          72             0.079793        0.093949        0.085676
  1822          73             0.088427        0.104398        0.095002
  1822          74             0.095718        0.113499        0.102979
  1822          75             0.103501        0.122178        0.111117
  1822          76             0.112326        0.132570        0.120536
  1822          77             0.122379        0.145488        0.131634
  1822          78             0.134450        0.159803        0.144484
  1822          79             0.147951        0.172523        0.157629
  1822          80             0.151779        0.171249        0.159439
  1822          81             0.168048        0.187656        0.175651
  1822          82             0.185754        0.207914        0.194173
  1822          83             0.203411        0.231169        0.213696
  1822          84             0.218007        0.255224        0.231404
  1822          85             0.227381        0.277378        0.244849
  1822          86             0.234036        0.293723        0.254424
  1822          87             0.238945        0.301888        0.260164
  1822          88             0.243899        0.303824        0.263956
  1822          89             0.253216        0.304298        0.270232
  1822          90             0.270479        0.311846        0.284061
  1822          91             0.290153        0.324830        0.301194
  1822          92             0.314514        0.346725        0.324305
  1822          93             0.346992        0.380997        0.356728
  1822          94             0.384244        0.437109        0.398123
  1822          95             0.423137        0.520147        0.446056
  1822          96             0.457931        0.578632        0.484237
  1822          97             0.476939        0.554510        0.493333
  1822          98             0.467890        0.367713        0.442417
  1822          99             0.473547        0.277457        0.412679
  1822         100             1.023845        1.789869        1.241600
  1822         101             1.177570        2.390805        1.491089
  1822         102             1.690402        6.000000        2.133333
  1822         103             6.000000              .        6.000000
  1822         104                   .              .              .
  1822         105                   .              .              .
  1822         106                   .              .              .
  1822         107                   .              .              .
  1822         108                   .              .              .
  1822         109                   .              .              .
  1822         110+                  .              .              .
  1823           0             0.155155        0.189081        0.172283
  1823           1             0.031584        0.035728        0.033660
  1823           2             0.022830        0.025959        0.024398
  1823           3             0.012470        0.013766        0.013119
  1823           4             0.006935        0.007231        0.007083
  1823           5             0.005841        0.006175        0.006008
  1823           6             0.005383        0.005896        0.005640
  1823           7             0.004990        0.005602        0.005295
  1823           8             0.004742        0.005381        0.005060
  1823           9             0.004520        0.005044        0.004782
  1823          10             0.004136        0.004452        0.004294
  1823          11             0.003717        0.003829        0.003773
  1823          12             0.003541        0.003476        0.003509
  1823          13             0.003613        0.003401        0.003507
  1823          14             0.003862        0.003514        0.003688
  1823          15             0.003985        0.003580        0.003784
  1823          16             0.004055        0.003693        0.003875
  1823          17             0.004260        0.004021        0.004141
  1823          18             0.004529        0.004560        0.004544
  1823          19             0.004792        0.005226        0.005006
  1823          20             0.004832        0.005737        0.005275
  1823          21             0.004977        0.006194        0.005574
  1823          22             0.005407        0.006816        0.006101
  1823          23             0.005900        0.007430        0.006654
  1823          24             0.006256        0.007760        0.006997
  1823          25             0.006491        0.007831        0.007150
  1823          26             0.006672        0.007895        0.007272
  1823          27             0.006963        0.008121        0.007530
  1823          28             0.007171        0.008360        0.007752
  1823          29             0.007175        0.008420        0.007782
  1823          30             0.007146        0.008444        0.007778
  1823          31             0.007385        0.008783        0.008062
  1823          32             0.007896        0.009369        0.008604
  1823          33             0.008485        0.009994        0.009203
  1823          34             0.008872        0.010143        0.009472
  1823          35             0.009251        0.010061        0.009634
  1823          36             0.009719        0.010254        0.009972
  1823          37             0.010226        0.010807        0.010500
  1823          38             0.010657        0.011652        0.011125
  1823          39             0.011017        0.012720        0.011816
  1823          40             0.011492        0.014082        0.012708
  1823          41             0.012010        0.015508        0.013653
  1823          42             0.012154        0.016448        0.014169
  1823          43             0.012158        0.017139        0.014492
  1823          44             0.012141        0.017739        0.014763
  1823          45             0.012340        0.018600        0.015269
  1823          46             0.012617        0.019579        0.015855
  1823          47             0.013202        0.020769        0.016706
  1823          48             0.013873        0.021772        0.017522
  1823          49             0.014102        0.021782        0.017640
  1823          50             0.014877        0.022336        0.018310
  1823          51             0.015949        0.023407        0.019366
  1823          52             0.016408        0.023746        0.019747
  1823          53             0.017448        0.025051        0.020880
  1823          54             0.018995        0.027179        0.022661
  1823          55             0.021195        0.030194        0.025203
