MEASURE,Interstate Migration,SEX_ABS,Sex,AGE,Age,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value
1,NIM Arrivals,3,Persons,A15,15 - 19,3,Queensland,A,Annual,2017,2017,5990
2,NIM Departures,1,Males,A15,15 - 19,3,Queensland,A,Annual,2017,2017,2400
2,NIM Departures,2,Females,A15,15 - 19,3,Queensland,A,Annual,2017,2017,2580
2,NIM Departures,3,Persons,A15,15 - 19,3,Queensland,A,Annual,2017,2017,4980
3,NET Interstate,1,Males,A15,15 - 19,3,Queensland,A,Annual,2017,2017,510
3,NET Interstate,2,Females,A15,15 - 19,3,Queensland,A,Annual,2017,2017,500
3,NET Interstate,3,Persons,A15,15 - 19,3,Queensland,A,Annual,2017,2017,1010
1,NIM Arrivals,1,Males,A15,15 - 19,4,South Australia,A,Annual,2017,2017,650
1,NIM Arrivals,2,Females,A15,15 - 19,4,South Australia,A,Annual,2017,2017,730
1,NIM Arrivals,3,Persons,A15,15 - 19,4,South Australia,A,Annual,2017,2017,1380
2,NIM Departures,1,Males,A15,15 - 19,4,South Australia,A,Annual,2017,2017,730
2,NIM Departures,2,Females,A15,15 - 19,4,South Australia,A,Annual,2017,2017,810
2,NIM Departures,3,Persons,A15,15 - 19,4,South Australia,A,Annual,2017,2017,1540
3,NET Interstate,1,Males,A15,15 - 19,4,South Australia,A,Annual,2017,2017,-80
3,NET Interstate,2,Females,A15,15 - 19,4,South Australia,A,Annual,2017,2017,-80
3,NET Interstate,3,Persons,A15,15 - 19,4,South Australia,A,Annual,2017,2017,-160
1,NIM Arrivals,1,Males,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,620
1,NIM Arrivals,2,Females,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,750
1,NIM Arrivals,3,Persons,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,1370
2,NIM Departures,1,Males,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,1160
2,NIM Departures,2,Females,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,1060
2,NIM Departures,3,Persons,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,2220
3,NET Interstate,1,Males,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,-540
3,NET Interstate,2,Females,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,-310
3,NET Interstate,3,Persons,A15,15 - 19,5,Western Australia,A,Annual,2017,2017,-850
1,NIM Arrivals,1,Males,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,350
1,NIM Arrivals,2,Females,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,310
1,NIM Arrivals,3,Persons,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,650
2,NIM Departures,1,Males,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,400
2,NIM Departures,2,Females,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,530
2,NIM Departures,3,Persons,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,930
3,NET Interstate,1,Males,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,-50
3,NET Interstate,2,Females,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,-220
3,NET Interstate,3,Persons,A15,15 - 19,6,Tasmania,A,Annual,2017,2017,-280
1,NIM Arrivals,1,Males,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,360
1,NIM Arrivals,2,Females,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,350
1,NIM Arrivals,3,Persons,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,700
2,NIM Departures,1,Males,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,450
2,NIM Departures,2,Females,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,490
2,NIM Departures,3,Persons,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,930
3,NET Interstate,1,Males,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,-90
3,NET Interstate,2,Females,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,-140
3,NET Interstate,3,Persons,A15,15 - 19,7,Northern Territory,A,Annual,2017,2017,-230
1,NIM Arrivals,1,Males,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,930
1,NIM Arrivals,2,Females,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,1060
1,NIM Arrivals,3,Persons,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,1990
2,NIM Departures,1,Males,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,490
2,NIM Departures,2,Females,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,670
2,NIM Departures,3,Persons,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,1160
3,NET Interstate,1,Males,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,440
3,NET Interstate,2,Females,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,380
3,NET Interstate,3,Persons,A15,15 - 19,8,Australian Capital Territory,A,Annual,2017,2017,820
1,NIM Arrivals,1,Males,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A15,15 - 19,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A20,20 - 24,0,Australia,A,Annual,2017,2017,22440
1,NIM Arrivals,2,Females,A20,20 - 24,0,Australia,A,Annual,2017,2017,24350
1,NIM Arrivals,3,Persons,A20,20 - 24,0,Australia,A,Annual,2017,2017,46790
2,NIM Departures,1,Males,A20,20 - 24,0,Australia,A,Annual,2017,2017,22440
2,NIM Departures,2,Females,A20,20 - 24,0,Australia,A,Annual,2017,2017,24350
2,NIM Departures,3,Persons,A20,20 - 24,0,Australia,A,Annual,2017,2017,46790
3,NET Interstate,1,Males,A20,20 - 24,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A20,20 - 24,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A20,20 - 24,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,5720
1,NIM Arrivals,2,Females,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,6290
1,NIM Arrivals,3,Persons,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,12010
2,NIM Departures,1,Males,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,6300
2,NIM Departures,2,Females,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,7100
2,NIM Departures,3,Persons,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,13400
3,NET Interstate,1,Males,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,-580
3,NET Interstate,2,Females,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,-810
3,NET Interstate,3,Persons,A20,20 - 24,1,New South Wales,A,Annual,2017,2017,-1390
1,NIM Arrivals,1,Males,A20,20 - 24,2,Victoria,A,Annual,2017,2017,5780
1,NIM Arrivals,2,Females,A20,20 - 24,2,Victoria,A,Annual,2017,2017,6260
1,NIM Arrivals,3,Persons,A20,20 - 24,2,Victoria,A,Annual,2017,2017,12040
2,NIM Departures,1,Males,A20,20 - 24,2,Victoria,A,Annual,2017,2017,4450
2,NIM Departures,2,Females,A20,20 - 24,2,Victoria,A,Annual,2017,2017,4530
2,NIM Departures,3,Persons,A20,20 - 24,2,Victoria,A,Annual,2017,2017,8980
3,NET Interstate,1,Males,A20,20 - 24,2,Victoria,A,Annual,2017,2017,1340
3,NET Interstate,2,Females,A20,20 - 24,2,Victoria,A,Annual,2017,2017,1730
3,NET Interstate,3,Persons,A20,20 - 24,2,Victoria,A,Annual,2017,2017,3060
1,NIM Arrivals,1,Males,A20,20 - 24,3,Queensland,A,Annual,2017,2017,5280
1,NIM Arrivals,2,Females,A20,20 - 24,3,Queensland,A,Annual,2017,2017,5510
1,NIM Arrivals,3,Persons,A20,20 - 24,3,Queensland,A,Annual,2017,2017,10790
2,NIM Departures,1,Males,A20,20 - 24,3,Queensland,A,Annual,2017,2017,4640
2,NIM Departures,2,Females,A20,20 - 24,3,Queensland,A,Annual,2017,2017,5220
2,NIM Departures,3,Persons,A20,20 - 24,3,Queensland,A,Annual,2017,2017,9850
3,NET Interstate,1,Males,A20,20 - 24,3,Queensland,A,Annual,2017,2017,640
3,NET Interstate,2,Females,A20,20 - 24,3,Queensland,A,Annual,2017,2017,300
3,NET Interstate,3,Persons,A20,20 - 24,3,Queensland,A,Annual,2017,2017,940
1,NIM Arrivals,1,Males,A20,20 - 24,4,South Australia,A,Annual,2017,2017,1260
1,NIM Arrivals,2,Females,A20,20 - 24,4,South Australia,A,Annual,2017,2017,1330
1,NIM Arrivals,3,Persons,A20,20 - 24,4,South Australia,A,Annual,2017,2017,2590
2,NIM Departures,1,Males,A20,20 - 24,4,South Australia,A,Annual,2017,2017,1690
2,NIM Departures,2,Females,A20,20 - 24,4,South Australia,A,Annual,2017,2017,1770
2,NIM Departures,3,Persons,A20,20 - 24,4,South Australia,A,Annual,2017,2017,3450
3,NET Interstate,1,Males,A20,20 - 24,4,South Australia,A,Annual,2017,2017,-430
3,NET Interstate,2,Females,A20,20 - 24,4,South Australia,A,Annual,2017,2017,-440
3,NET Interstate,3,Persons,A20,20 - 24,4,South Australia,A,Annual,2017,2017,-870
1,NIM Arrivals,1,Males,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,1270
1,NIM Arrivals,2,Females,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,1430
1,NIM Arrivals,3,Persons,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,2700
2,NIM Departures,1,Males,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,2210
2,NIM Departures,2,Females,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,2370
2,NIM Departures,3,Persons,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,4570
3,NET Interstate,1,Males,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,-940
3,NET Interstate,2,Females,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,-940
3,NET Interstate,3,Persons,A20,20 - 24,5,Western Australia,A,Annual,2017,2017,-1880
1,NIM Arrivals,1,Males,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,650
1,NIM Arrivals,2,Females,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,710
1,NIM Arrivals,3,Persons,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,1370
2,NIM Departures,1,Males,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,850
2,NIM Departures,2,Females,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,870
2,NIM Departures,3,Persons,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,1710
3,NET Interstate,1,Males,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,-190
3,NET Interstate,2,Females,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,-160
3,NET Interstate,3,Persons,A20,20 - 24,6,Tasmania,A,Annual,2017,2017,-350
1,NIM Arrivals,1,Males,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,1000
1,NIM Arrivals,2,Females,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,930
1,NIM Arrivals,3,Persons,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,1930
2,NIM Departures,1,Males,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,770
2,NIM Departures,2,Females,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,810
2,NIM Departures,3,Persons,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,1580
3,NET Interstate,1,Males,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,230
3,NET Interstate,2,Females,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,120
3,NET Interstate,3,Persons,A20,20 - 24,7,Northern Territory,A,Annual,2017,2017,350
1,NIM Arrivals,1,Males,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,1480
1,NIM Arrivals,2,Females,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,1890
1,NIM Arrivals,3,Persons,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,3370
2,NIM Departures,1,Males,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,1550
2,NIM Departures,2,Females,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,1690
2,NIM Departures,3,Persons,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,3240
3,NET Interstate,1,Males,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,-70
3,NET Interstate,2,Females,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,200
3,NET Interstate,3,Persons,A20,20 - 24,8,Australian Capital Territory,A,Annual,2017,2017,130
1,NIM Arrivals,1,Males,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A20,20 - 24,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A25,25 - 29,0,Australia,A,Annual,2017,2017,27340
1,NIM Arrivals,2,Females,A25,25 - 29,0,Australia,A,Annual,2017,2017,28450
1,NIM Arrivals,3,Persons,A25,25 - 29,0,Australia,A,Annual,2017,2017,55800
2,NIM Departures,1,Males,A25,25 - 29,0,Australia,A,Annual,2017,2017,27340
2,NIM Departures,2,Females,A25,25 - 29,0,Australia,A,Annual,2017,2017,28450
2,NIM Departures,3,Persons,A25,25 - 29,0,Australia,A,Annual,2017,2017,55800
3,NET Interstate,1,Males,A25,25 - 29,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A25,25 - 29,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A25,25 - 29,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,7320
1,NIM Arrivals,2,Females,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,7520
1,NIM Arrivals,3,Persons,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,14840
2,NIM Departures,1,Males,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,7320
2,NIM Departures,2,Females,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,7910
2,NIM Departures,3,Persons,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,15230
3,NET Interstate,1,Males,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,-390
3,NET Interstate,3,Persons,A25,25 - 29,1,New South Wales,A,Annual,2017,2017,-390
1,NIM Arrivals,1,Males,A25,25 - 29,2,Victoria,A,Annual,2017,2017,7120
1,NIM Arrivals,2,Females,A25,25 - 29,2,Victoria,A,Annual,2017,2017,7320
1,NIM Arrivals,3,Persons,A25,25 - 29,2,Victoria,A,Annual,2017,2017,14440
2,NIM Departures,1,Males,A25,25 - 29,2,Victoria,A,Annual,2017,2017,5100
2,NIM Departures,2,Females,A25,25 - 29,2,Victoria,A,Annual,2017,2017,5530
2,NIM Departures,3,Persons,A25,25 - 29,2,Victoria,A,Annual,2017,2017,10630
3,NET Interstate,1,Males,A25,25 - 29,2,Victoria,A,Annual,2017,2017,2020
3,NET Interstate,2,Females,A25,25 - 29,2,Victoria,A,Annual,2017,2017,1790
3,NET Interstate,3,Persons,A25,25 - 29,2,Victoria,A,Annual,2017,2017,3810
1,NIM Arrivals,1,Males,A25,25 - 29,3,Queensland,A,Annual,2017,2017,5970
1,NIM Arrivals,2,Females,A25,25 - 29,3,Queensland,A,Annual,2017,2017,6320
1,NIM Arrivals,3,Persons,A25,25 - 29,3,Queensland,A,Annual,2017,2017,12290
2,NIM Departures,1,Males,A25,25 - 29,3,Queensland,A,Annual,2017,2017,5940
2,NIM Departures,2,Females,A25,25 - 29,3,Queensland,A,Annual,2017,2017,5990
2,NIM Departures,3,Persons,A25,25 - 29,3,Queensland,A,Annual,2017,2017,11930
3,NET Interstate,1,Males,A25,25 - 29,3,Queensland,A,Annual,2017,2017,20
3,NET Interstate,2,Females,A25,25 - 29,3,Queensland,A,Annual,2017,2017,330
3,NET Interstate,3,Persons,A25,25 - 29,3,Queensland,A,Annual,2017,2017,360
1,NIM Arrivals,1,Males,A25,25 - 29,4,South Australia,A,Annual,2017,2017,1380
1,NIM Arrivals,2,Females,A25,25 - 29,4,South Australia,A,Annual,2017,2017,1570
1,NIM Arrivals,3,Persons,A25,25 - 29,4,South Australia,A,Annual,2017,2017,2950
2,NIM Departures,1,Males,A25,25 - 29,4,South Australia,A,Annual,2017,2017,2330
2,NIM Departures,2,Females,A25,25 - 29,4,South Australia,A,Annual,2017,2017,2280
2,NIM Departures,3,Persons,A25,25 - 29,4,South Australia,A,Annual,2017,2017,4610
3,NET Interstate,1,Males,A25,25 - 29,4,South Australia,A,Annual,2017,2017,-940
3,NET Interstate,2,Females,A25,25 - 29,4,South Australia,A,Annual,2017,2017,-720
3,NET Interstate,3,Persons,A25,25 - 29,4,South Australia,A,Annual,2017,2017,-1660
1,NIM Arrivals,1,Males,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,1880
1,NIM Arrivals,2,Females,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,1820
1,NIM Arrivals,3,Persons,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,3700
2,NIM Departures,1,Males,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,3060
2,NIM Departures,2,Females,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,3040
2,NIM Departures,3,Persons,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,6100
3,NET Interstate,1,Males,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,-1180
3,NET Interstate,2,Females,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,-1220
3,NET Interstate,3,Persons,A25,25 - 29,5,Western Australia,A,Annual,2017,2017,-2400
1,NIM Arrivals,1,Males,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,810
1,NIM Arrivals,2,Females,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,880
1,NIM Arrivals,3,Persons,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,1700
2,NIM Departures,1,Males,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,690
2,NIM Departures,2,Females,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,760
2,NIM Departures,3,Persons,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,1450
3,NET Interstate,1,Males,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,120
3,NET Interstate,2,Females,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,130
3,NET Interstate,3,Persons,A25,25 - 29,6,Tasmania,A,Annual,2017,2017,250
1,NIM Arrivals,1,Males,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,1300
1,NIM Arrivals,2,Females,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,1300
1,NIM Arrivals,3,Persons,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,2590
2,NIM Departures,1,Males,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,1310
2,NIM Departures,2,Females,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,1210
2,NIM Departures,3,Persons,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,2520
3,NET Interstate,1,Males,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,-10
3,NET Interstate,2,Females,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,90
3,NET Interstate,3,Persons,A25,25 - 29,7,Northern Territory,A,Annual,2017,2017,80
1,NIM Arrivals,1,Males,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,1560
1,NIM Arrivals,2,Females,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,1730
1,NIM Arrivals,3,Persons,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,3290
2,NIM Departures,1,Males,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,1590
2,NIM Departures,2,Females,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,1740
2,NIM Departures,3,Persons,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,3330
3,NET Interstate,1,Males,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,-30
3,NET Interstate,2,Females,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,-10
3,NET Interstate,3,Persons,A25,25 - 29,8,Australian Capital Territory,A,Annual,2017,2017,-40
1,NIM Arrivals,1,Males,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A25,25 - 29,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A30,30 - 34,0,Australia,A,Annual,2017,2017,23290
1,NIM Arrivals,2,Females,A30,30 - 34,0,Australia,A,Annual,2017,2017,22350
1,NIM Arrivals,3,Persons,A30,30 - 34,0,Australia,A,Annual,2017,2017,45630
2,NIM Departures,1,Males,A30,30 - 34,0,Australia,A,Annual,2017,2017,23290
2,NIM Departures,2,Females,A30,30 - 34,0,Australia,A,Annual,2017,2017,22350
2,NIM Departures,3,Persons,A30,30 - 34,0,Australia,A,Annual,2017,2017,45630
3,NET Interstate,1,Males,A30,30 - 34,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A30,30 - 34,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A30,30 - 34,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,5940
1,NIM Arrivals,2,Females,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,5580
1,NIM Arrivals,3,Persons,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,11510
2,NIM Departures,1,Males,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,6560
2,NIM Departures,2,Females,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,6530
2,NIM Departures,3,Persons,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,13080
3,NET Interstate,1,Males,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,-620
3,NET Interstate,2,Females,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,-950
3,NET Interstate,3,Persons,A30,30 - 34,1,New South Wales,A,Annual,2017,2017,-1570
1,NIM Arrivals,1,Males,A30,30 - 34,2,Victoria,A,Annual,2017,2017,5990
1,NIM Arrivals,2,Females,A30,30 - 34,2,Victoria,A,Annual,2017,2017,5610
1,NIM Arrivals,3,Persons,A30,30 - 34,2,Victoria,A,Annual,2017,2017,11600
2,NIM Departures,1,Males,A30,30 - 34,2,Victoria,A,Annual,2017,2017,4240
2,NIM Departures,2,Females,A30,30 - 34,2,Victoria,A,Annual,2017,2017,4220
2,NIM Departures,3,Persons,A30,30 - 34,2,Victoria,A,Annual,2017,2017,8460
3,NET Interstate,1,Males,A30,30 - 34,2,Victoria,A,Annual,2017,2017,1750
3,NET Interstate,2,Females,A30,30 - 34,2,Victoria,A,Annual,2017,2017,1390
3,NET Interstate,3,Persons,A30,30 - 34,2,Victoria,A,Annual,2017,2017,3140
1,NIM Arrivals,1,Males,A30,30 - 34,3,Queensland,A,Annual,2017,2017,5160
1,NIM Arrivals,2,Females,A30,30 - 34,3,Queensland,A,Annual,2017,2017,5510
1,NIM Arrivals,3,Persons,A30,30 - 34,3,Queensland,A,Annual,2017,2017,10660
2,NIM Departures,1,Males,A30,30 - 34,3,Queensland,A,Annual,2017,2017,4660
2,NIM Departures,2,Females,A30,30 - 34,3,Queensland,A,Annual,2017,2017,4450
2,NIM Departures,3,Persons,A30,30 - 34,3,Queensland,A,Annual,2017,2017,9110
3,NET Interstate,1,Males,A30,30 - 34,3,Queensland,A,Annual,2017,2017,500
3,NET Interstate,2,Females,A30,30 - 34,3,Queensland,A,Annual,2017,2017,1060
3,NET Interstate,3,Persons,A30,30 - 34,3,Queensland,A,Annual,2017,2017,1550
1,NIM Arrivals,1,Males,A30,30 - 34,4,South Australia,A,Annual,2017,2017,1340
1,NIM Arrivals,2,Females,A30,30 - 34,4,South Australia,A,Annual,2017,2017,1180
1,NIM Arrivals,3,Persons,A30,30 - 34,4,South Australia,A,Annual,2017,2017,2520
2,NIM Departures,1,Males,A30,30 - 34,4,South Australia,A,Annual,2017,2017,1840
2,NIM Departures,2,Females,A30,30 - 34,4,South Australia,A,Annual,2017,2017,1750
2,NIM Departures,3,Persons,A30,30 - 34,4,South Australia,A,Annual,2017,2017,3580
3,NET Interstate,1,Males,A30,30 - 34,4,South Australia,A,Annual,2017,2017,-500
3,NET Interstate,2,Females,A30,30 - 34,4,South Australia,A,Annual,2017,2017,-570
3,NET Interstate,3,Persons,A30,30 - 34,4,South Australia,A,Annual,2017,2017,-1070
1,NIM Arrivals,1,Males,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,1770
1,NIM Arrivals,2,Females,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,1650
1,NIM Arrivals,3,Persons,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,3420
2,NIM Departures,1,Males,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,3020
2,NIM Departures,2,Females,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,2510
2,NIM Departures,3,Persons,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,5530
3,NET Interstate,1,Males,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,-1250
3,NET Interstate,2,Females,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,-860
3,NET Interstate,3,Persons,A30,30 - 34,5,Western Australia,A,Annual,2017,2017,-2110
1,NIM Arrivals,1,Males,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,640
1,NIM Arrivals,2,Females,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,680
1,NIM Arrivals,3,Persons,A30,30 - 34,6,Tasmania,A,Annual,2017,2017,1320
