MEASURE,Interstate Migration,SEX_ABS,Sex,AGE,Age,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value
3,NET Interstate,2,Females,A70,70 - 74,3,Queensland,A,Annual,2017,2017,410
3,NET Interstate,3,Persons,A70,70 - 74,3,Queensland,A,Annual,2017,2017,860
1,NIM Arrivals,1,Males,A70,70 - 74,4,South Australia,A,Annual,2017,2017,200
1,NIM Arrivals,2,Females,A70,70 - 74,4,South Australia,A,Annual,2017,2017,180
1,NIM Arrivals,3,Persons,A70,70 - 74,4,South Australia,A,Annual,2017,2017,380
2,NIM Departures,1,Males,A70,70 - 74,4,South Australia,A,Annual,2017,2017,180
2,NIM Departures,2,Females,A70,70 - 74,4,South Australia,A,Annual,2017,2017,180
2,NIM Departures,3,Persons,A70,70 - 74,4,South Australia,A,Annual,2017,2017,360
3,NET Interstate,1,Males,A70,70 - 74,4,South Australia,A,Annual,2017,2017,20
3,NET Interstate,2,Females,A70,70 - 74,4,South Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A70,70 - 74,4,South Australia,A,Annual,2017,2017,20
1,NIM Arrivals,1,Males,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,220
1,NIM Arrivals,2,Females,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,170
1,NIM Arrivals,3,Persons,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,390
2,NIM Departures,1,Males,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,180
2,NIM Departures,2,Females,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,160
2,NIM Departures,3,Persons,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,340
3,NET Interstate,1,Males,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,40
3,NET Interstate,2,Females,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,20
3,NET Interstate,3,Persons,A70,70 - 74,5,Western Australia,A,Annual,2017,2017,50
1,NIM Arrivals,1,Males,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,170
1,NIM Arrivals,2,Females,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,150
1,NIM Arrivals,3,Persons,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,330
2,NIM Departures,1,Males,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,140
2,NIM Departures,2,Females,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,140
2,NIM Departures,3,Persons,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,280
3,NET Interstate,1,Males,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,30
3,NET Interstate,2,Females,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,20
3,NET Interstate,3,Persons,A70,70 - 74,6,Tasmania,A,Annual,2017,2017,40
1,NIM Arrivals,1,Males,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,50
1,NIM Arrivals,2,Females,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,30
1,NIM Arrivals,3,Persons,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,80
2,NIM Departures,1,Males,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,120
2,NIM Departures,2,Females,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,90
2,NIM Departures,3,Persons,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,200
3,NET Interstate,1,Males,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,-70
3,NET Interstate,2,Females,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,-50
3,NET Interstate,3,Persons,A70,70 - 74,7,Northern Territory,A,Annual,2017,2017,-120
1,NIM Arrivals,1,Males,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,140
1,NIM Arrivals,2,Females,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,120
1,NIM Arrivals,3,Persons,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,260
2,NIM Departures,1,Males,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,150
2,NIM Departures,2,Females,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,120
2,NIM Departures,3,Persons,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,270
3,NET Interstate,1,Males,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,-20
3,NET Interstate,2,Females,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A70,70 - 74,8,Australian Capital Territory,A,Annual,2017,2017,-20
1,NIM Arrivals,1,Males,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A70,70 - 74,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,TT,All ages,0,Australia,A,Annual,2017,2017,194820
1,NIM Arrivals,2,Females,TT,All ages,0,Australia,A,Annual,2017,2017,192120
1,NIM Arrivals,3,Persons,TT,All ages,0,Australia,A,Annual,2017,2017,386940
2,NIM Departures,1,Males,TT,All ages,0,Australia,A,Annual,2017,2017,194820
2,NIM Departures,2,Females,TT,All ages,0,Australia,A,Annual,2017,2017,192120
2,NIM Departures,3,Persons,TT,All ages,0,Australia,A,Annual,2017,2017,386940
3,NET Interstate,1,Males,TT,All ages,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,TT,All ages,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,TT,All ages,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,TT,All ages,1,New South Wales,A,Annual,2017,2017,48270
1,NIM Arrivals,2,Females,TT,All ages,1,New South Wales,A,Annual,2017,2017,47290
1,NIM Arrivals,3,Persons,TT,All ages,1,New South Wales,A,Annual,2017,2017,95560
2,NIM Departures,1,Males,TT,All ages,1,New South Wales,A,Annual,2017,2017,57130
2,NIM Departures,2,Females,TT,All ages,1,New South Wales,A,Annual,2017,2017,57730
2,NIM Departures,3,Persons,TT,All ages,1,New South Wales,A,Annual,2017,2017,114860
3,NET Interstate,1,Males,TT,All ages,1,New South Wales,A,Annual,2017,2017,-8850
3,NET Interstate,2,Females,TT,All ages,1,New South Wales,A,Annual,2017,2017,-10450
3,NET Interstate,3,Persons,TT,All ages,1,New South Wales,A,Annual,2017,2017,-19300
1,NIM Arrivals,1,Males,TT,All ages,2,Victoria,A,Annual,2017,2017,44460
1,NIM Arrivals,2,Females,TT,All ages,2,Victoria,A,Annual,2017,2017,43410
1,NIM Arrivals,3,Persons,TT,All ages,2,Victoria,A,Annual,2017,2017,87870
2,NIM Departures,1,Males,TT,All ages,2,Victoria,A,Annual,2017,2017,35940
2,NIM Departures,2,Females,TT,All ages,2,Victoria,A,Annual,2017,2017,35550
2,NIM Departures,3,Persons,TT,All ages,2,Victoria,A,Annual,2017,2017,71490
3,NET Interstate,1,Males,TT,All ages,2,Victoria,A,Annual,2017,2017,8520
3,NET Interstate,2,Females,TT,All ages,2,Victoria,A,Annual,2017,2017,7860
3,NET Interstate,3,Persons,TT,All ages,2,Victoria,A,Annual,2017,2017,16390
1,NIM Arrivals,1,Males,TT,All ages,3,Queensland,A,Annual,2017,2017,51580
1,NIM Arrivals,2,Females,TT,All ages,3,Queensland,A,Annual,2017,2017,52010
1,NIM Arrivals,3,Persons,TT,All ages,3,Queensland,A,Annual,2017,2017,103600
2,NIM Departures,1,Males,TT,All ages,3,Queensland,A,Annual,2017,2017,40830
2,NIM Departures,2,Females,TT,All ages,3,Queensland,A,Annual,2017,2017,40250
2,NIM Departures,3,Persons,TT,All ages,3,Queensland,A,Annual,2017,2017,81090
3,NET Interstate,1,Males,TT,All ages,3,Queensland,A,Annual,2017,2017,10750
3,NET Interstate,2,Females,TT,All ages,3,Queensland,A,Annual,2017,2017,11760
3,NET Interstate,3,Persons,TT,All ages,3,Queensland,A,Annual,2017,2017,22510
1,NIM Arrivals,1,Males,TT,All ages,4,South Australia,A,Annual,2017,2017,11510
1,NIM Arrivals,2,Females,TT,All ages,4,South Australia,A,Annual,2017,2017,11410
1,NIM Arrivals,3,Persons,TT,All ages,4,South Australia,A,Annual,2017,2017,22920
2,NIM Departures,1,Males,TT,All ages,4,South Australia,A,Annual,2017,2017,14740
2,NIM Departures,2,Females,TT,All ages,4,South Australia,A,Annual,2017,2017,14250
2,NIM Departures,3,Persons,TT,All ages,4,South Australia,A,Annual,2017,2017,28990
3,NET Interstate,1,Males,TT,All ages,4,South Australia,A,Annual,2017,2017,-3240
3,NET Interstate,2,Females,TT,All ages,4,South Australia,A,Annual,2017,2017,-2840
3,NET Interstate,3,Persons,TT,All ages,4,South Australia,A,Annual,2017,2017,-6070
1,NIM Arrivals,1,Males,TT,All ages,5,Western Australia,A,Annual,2017,2017,14030
1,NIM Arrivals,2,Females,TT,All ages,5,Western Australia,A,Annual,2017,2017,13420
1,NIM Arrivals,3,Persons,TT,All ages,5,Western Australia,A,Annual,2017,2017,27450
2,NIM Departures,1,Males,TT,All ages,5,Western Australia,A,Annual,2017,2017,20930
2,NIM Departures,2,Females,TT,All ages,5,Western Australia,A,Annual,2017,2017,19340
2,NIM Departures,3,Persons,TT,All ages,5,Western Australia,A,Annual,2017,2017,40270
3,NET Interstate,1,Males,TT,All ages,5,Western Australia,A,Annual,2017,2017,-6900
3,NET Interstate,2,Females,TT,All ages,5,Western Australia,A,Annual,2017,2017,-5920
3,NET Interstate,3,Persons,TT,All ages,5,Western Australia,A,Annual,2017,2017,-12820
1,NIM Arrivals,1,Males,TT,All ages,6,Tasmania,A,Annual,2017,2017,6700
1,NIM Arrivals,2,Females,TT,All ages,6,Tasmania,A,Annual,2017,2017,6860
1,NIM Arrivals,3,Persons,TT,All ages,6,Tasmania,A,Annual,2017,2017,13560
2,NIM Departures,1,Males,TT,All ages,6,Tasmania,A,Annual,2017,2017,5720
2,NIM Departures,2,Females,TT,All ages,6,Tasmania,A,Annual,2017,2017,5960
2,NIM Departures,3,Persons,TT,All ages,6,Tasmania,A,Annual,2017,2017,11680
3,NET Interstate,1,Males,TT,All ages,6,Tasmania,A,Annual,2017,2017,980
3,NET Interstate,2,Females,TT,All ages,6,Tasmania,A,Annual,2017,2017,910
3,NET Interstate,3,Persons,TT,All ages,6,Tasmania,A,Annual,2017,2017,1880
1,NIM Arrivals,1,Males,TT,All ages,7,Northern Territory,A,Annual,2017,2017,7430
1,NIM Arrivals,2,Females,TT,All ages,7,Northern Territory,A,Annual,2017,2017,6630
1,NIM Arrivals,3,Persons,TT,All ages,7,Northern Territory,A,Annual,2017,2017,14060
2,NIM Departures,1,Males,TT,All ages,7,Northern Territory,A,Annual,2017,2017,8980
2,NIM Departures,2,Females,TT,All ages,7,Northern Territory,A,Annual,2017,2017,8340
2,NIM Departures,3,Persons,TT,All ages,7,Northern Territory,A,Annual,2017,2017,17320
3,NET Interstate,1,Males,TT,All ages,7,Northern Territory,A,Annual,2017,2017,-1550
3,NET Interstate,2,Females,TT,All ages,7,Northern Territory,A,Annual,2017,2017,-1710
3,NET Interstate,3,Persons,TT,All ages,7,Northern Territory,A,Annual,2017,2017,-3260
1,NIM Arrivals,1,Males,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,10840
1,NIM Arrivals,2,Females,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,11090
1,NIM Arrivals,3,Persons,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,21920
2,NIM Departures,1,Males,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,10550
2,NIM Departures,2,Females,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,10700
2,NIM Departures,3,Persons,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,21250
3,NET Interstate,1,Males,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,290
3,NET Interstate,2,Females,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,380
3,NET Interstate,3,Persons,TT,All ages,8,Australian Capital Territory,A,Annual,2017,2017,670
1,NIM Arrivals,1,Males,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,TT,All ages,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,7599,75 and over,0,Australia,A,Annual,2017,2017,2910
1,NIM Arrivals,2,Females,7599,75 and over,0,Australia,A,Annual,2017,2017,3510
1,NIM Arrivals,3,Persons,7599,75 and over,0,Australia,A,Annual,2017,2017,6420
2,NIM Departures,1,Males,7599,75 and over,0,Australia,A,Annual,2017,2017,2910
2,NIM Departures,2,Females,7599,75 and over,0,Australia,A,Annual,2017,2017,3510
2,NIM Departures,3,Persons,7599,75 and over,0,Australia,A,Annual,2017,2017,6420
3,NET Interstate,1,Males,7599,75 and over,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,7599,75 and over,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,7599,75 and over,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,7599,75 and over,1,New South Wales,A,Annual,2017,2017,720
1,NIM Arrivals,2,Females,7599,75 and over,1,New South Wales,A,Annual,2017,2017,820
1,NIM Arrivals,3,Persons,7599,75 and over,1,New South Wales,A,Annual,2017,2017,1540
2,NIM Departures,1,Males,7599,75 and over,1,New South Wales,A,Annual,2017,2017,1080
2,NIM Departures,2,Females,7599,75 and over,1,New South Wales,A,Annual,2017,2017,1350
2,NIM Departures,3,Persons,7599,75 and over,1,New South Wales,A,Annual,2017,2017,2430
3,NET Interstate,1,Males,7599,75 and over,1,New South Wales,A,Annual,2017,2017,-360
3,NET Interstate,2,Females,7599,75 and over,1,New South Wales,A,Annual,2017,2017,-530
3,NET Interstate,3,Persons,7599,75 and over,1,New South Wales,A,Annual,2017,2017,-890
1,NIM Arrivals,1,Males,7599,75 and over,2,Victoria,A,Annual,2017,2017,530
1,NIM Arrivals,2,Females,7599,75 and over,2,Victoria,A,Annual,2017,2017,660
1,NIM Arrivals,3,Persons,7599,75 and over,2,Victoria,A,Annual,2017,2017,1190
2,NIM Departures,1,Males,7599,75 and over,2,Victoria,A,Annual,2017,2017,540
2,NIM Departures,2,Females,7599,75 and over,2,Victoria,A,Annual,2017,2017,630
2,NIM Departures,3,Persons,7599,75 and over,2,Victoria,A,Annual,2017,2017,1160
3,NET Interstate,1,Males,7599,75 and over,2,Victoria,A,Annual,2017,2017,-10
3,NET Interstate,2,Females,7599,75 and over,2,Victoria,A,Annual,2017,2017,40
3,NET Interstate,3,Persons,7599,75 and over,2,Victoria,A,Annual,2017,2017,30
1,NIM Arrivals,1,Males,7599,75 and over,3,Queensland,A,Annual,2017,2017,970
1,NIM Arrivals,2,Females,7599,75 and over,3,Queensland,A,Annual,2017,2017,1140
1,NIM Arrivals,3,Persons,7599,75 and over,3,Queensland,A,Annual,2017,2017,2110
2,NIM Departures,1,Males,7599,75 and over,3,Queensland,A,Annual,2017,2017,660
2,NIM Departures,2,Females,7599,75 and over,3,Queensland,A,Annual,2017,2017,780
2,NIM Departures,3,Persons,7599,75 and over,3,Queensland,A,Annual,2017,2017,1440
3,NET Interstate,1,Males,7599,75 and over,3,Queensland,A,Annual,2017,2017,310
3,NET Interstate,2,Females,7599,75 and over,3,Queensland,A,Annual,2017,2017,350
3,NET Interstate,3,Persons,7599,75 and over,3,Queensland,A,Annual,2017,2017,660
1,NIM Arrivals,1,Males,7599,75 and over,4,South Australia,A,Annual,2017,2017,180
1,NIM Arrivals,2,Females,7599,75 and over,4,South Australia,A,Annual,2017,2017,220
1,NIM Arrivals,3,Persons,7599,75 and over,4,South Australia,A,Annual,2017,2017,400
2,NIM Departures,1,Males,7599,75 and over,4,South Australia,A,Annual,2017,2017,190
2,NIM Departures,2,Females,7599,75 and over,4,South Australia,A,Annual,2017,2017,220
2,NIM Departures,3,Persons,7599,75 and over,4,South Australia,A,Annual,2017,2017,410
3,NET Interstate,1,Males,7599,75 and over,4,South Australia,A,Annual,2017,2017,-10
3,NET Interstate,2,Females,7599,75 and over,4,South Australia,A,Annual,2017,2017,-10
3,NET Interstate,3,Persons,7599,75 and over,4,South Australia,A,Annual,2017,2017,-20
1,NIM Arrivals,1,Males,7599,75 and over,5,Western Australia,A,Annual,2017,2017,190
1,NIM Arrivals,2,Females,7599,75 and over,5,Western Australia,A,Annual,2017,2017,230
1,NIM Arrivals,3,Persons,7599,75 and over,5,Western Australia,A,Annual,2017,2017,410
2,NIM Departures,1,Males,7599,75 and over,5,Western Australia,A,Annual,2017,2017,160
2,NIM Departures,2,Females,7599,75 and over,5,Western Australia,A,Annual,2017,2017,180
2,NIM Departures,3,Persons,7599,75 and over,5,Western Australia,A,Annual,2017,2017,340
3,NET Interstate,1,Males,7599,75 and over,5,Western Australia,A,Annual,2017,2017,30
3,NET Interstate,2,Females,7599,75 and over,5,Western Australia,A,Annual,2017,2017,50
3,NET Interstate,3,Persons,7599,75 and over,5,Western Australia,A,Annual,2017,2017,70
1,NIM Arrivals,1,Males,7599,75 and over,6,Tasmania,A,Annual,2017,2017,140
1,NIM Arrivals,2,Females,7599,75 and over,6,Tasmania,A,Annual,2017,2017,160
1,NIM Arrivals,3,Persons,7599,75 and over,6,Tasmania,A,Annual,2017,2017,300
2,NIM Departures,1,Males,7599,75 and over,6,Tasmania,A,Annual,2017,2017,120
2,NIM Departures,2,Females,7599,75 and over,6,Tasmania,A,Annual,2017,2017,130
2,NIM Departures,3,Persons,7599,75 and over,6,Tasmania,A,Annual,2017,2017,250
3,NET Interstate,1,Males,7599,75 and over,6,Tasmania,A,Annual,2017,2017,20
3,NET Interstate,2,Females,7599,75 and over,6,Tasmania,A,Annual,2017,2017,30
3,NET Interstate,3,Persons,7599,75 and over,6,Tasmania,A,Annual,2017,2017,50
1,NIM Arrivals,1,Males,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,40
1,NIM Arrivals,2,Females,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,50
1,NIM Arrivals,3,Persons,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,80
2,NIM Departures,1,Males,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,60
2,NIM Departures,2,Females,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,60
2,NIM Departures,3,Persons,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,120
3,NET Interstate,1,Males,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,-20
3,NET Interstate,2,Females,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,-10
3,NET Interstate,3,Persons,7599,75 and over,7,Northern Territory,A,Annual,2017,2017,-30
1,NIM Arrivals,1,Males,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,160
1,NIM Arrivals,2,Females,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,240
1,NIM Arrivals,3,Persons,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,400
2,NIM Departures,1,Males,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,110
2,NIM Departures,2,Females,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,160
2,NIM Departures,3,Persons,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,270
3,NET Interstate,1,Males,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,50
3,NET Interstate,2,Females,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,80
3,NET Interstate,3,Persons,7599,75 and over,8,Australian Capital Territory,A,Annual,2017,2017,130
1,NIM Arrivals,1,Males,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,7599,75 and over,9,Other Territories,A,Annual,2017,2017,0
